#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
2977,Resolved,VisIt,Bug,High,Query over time stores results in single precision.,Eric Brugger,"",2.13.1,Eric Brugger,11/16/2017,"",100,3.0,11/16/2017 08:39 pm,11/17/2017 06:42 pm,3 - Occasional,4 - Crash / Wrong Results,2.13.0,"","",All,Any,Raymond Ryckman reported that he was doing a query over time where the time values varied in the 9th and 10th significant digits and the resulting curve he got when he saved the result in a curve value didn't have all the precision and consecutive points in the curve showed the same time values for small runs of points even though the times on the time slider had all the precision and were correct.
2992,Resolved,VisIt,Bug,Normal,import numpy broken on chaos5 systems in 2.13.0.,Eric Brugger,"",2.13.1,Eric Brugger,12/20/2017,"",100,6.0,12/20/2017 03:09 pm,03/06/2018 11:36 am,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,Philip Powell reported that import numpy doesn't work on zin. I looked at my build logs for visit and there was a compile error with numpy.
3002,Resolved,VisIt,Bug,High,It isn't possible to see the material specific values in a mixed material zone in Label plot,Alister Maguire,"",2.13.1,Eric Brugger,01/29/2018,"",100,4.0,01/29/2018 08:17 pm,02/26/2018 05:00 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.3,"","",All,Any,Matt Obrien reported that with code he has mixed materials with material specific values. Normally VisIt always displays the whole zone values unless some material selection is being performed. If there are no materials being selected there is a setting that forces material interface reconstruction and allows seeing the per material values. Neither of these mechanisms appear to be working. I couldn't verify this since none of our test data sets appear to have per material values for variables (or at least none that I could find). The first step is to modify the curv2d.silo generator to put out material specific values for the density that are markedly different so that we can test this. Then we should get this working.
3010,Resolved,VisIt,Bug,High,VisIt crash recovery files hang around forever.,Kevin Griffin,"",2.13.1,Eric Brugger,02/09/2018,"",100,"",02/09/2018 03:00 pm,03/16/2018 06:49 pm,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,"I noticed that on my Linux system, crash recovery files hang around forever. It was never annoying enough to me to pursue (my bad), but I was in Marina Bastea's office and she had a crash recovery file that she says never goes away. She further commented that this happens to everyone. Today, Jose Milovich called me and the first thing he mentioned was the crash recovery files hanging around on his Windows system. We should fix this!"
3013,Resolved,VisIt,Bug,High,Fix VTK-m in VisIt so that it builds and works again.,Matt Larsen,"",2.13.1,Eric Brugger,02/12/2018,"",0,"",02/12/2018 12:24 pm,03/16/2018 12:43 pm,3 - Occasional,2 - Minor Irritation,2.13.0,"","",All,Any,"Brad checked in some changes to get VTK-m working again in VisIt (revisions 32178, 32179) , but there is a minor issue that prevents it from building with exporting of symbols. Matt has a fix for it. We should get that fix into VisIt. If all the changes aren't on the 2.13RC, we should back port them. The ARL folks are interested in this (Joe Hennessey, Simon Su)."
3018,Resolved,VisIt,Bug,Normal,cab interactive pdebug host profile needs updating,Eric Brugger,"",2.13.1,Eric Brugger,02/22/2018,"",100,1.0,02/22/2018 04:29 pm,02/23/2018 02:02 pm,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,"The interactive pdebug host profile is no longer correct because it's no longer possible to use srun on the login nodes. The launch method should be ""msub/srun"", 32 processors, 2 nodes, wbronze account and 30:00 minute time limit (this is the max allowed)."
3048,Resolved,VisIt,Feature,Normal,Add a mechanism to distinguish between chaos5 and toss3 in custom launcher,Eric Brugger,"",2.13.1,Eric Brugger,03/15/2018,"",100,2.0,03/15/2018 04:43 pm,03/19/2018 05:28 pm,"","",2.12.3,3 - Medium,3 - Occasional,All,Any,"We need a way to distinguish between chaos5 and toss3 that doesn't depend on SYS_TYPE, since not everyone has it defined. We can use the machine name in the custom launcher. We will need to modify internallauncher to allow specifying which one to use."
2273,Resolved,VisIt,Bug,High,Error reading an EnSight file,Kathleen Biagas,"",2.13.0,Eric Brugger,05/19/2015,"",100,8.0,05/19/2015 11:48 am,08/10/2017 07:16 pm,2 - Rare,4 - Crash / Wrong Results,2.8.2,"","",All,Any,"Here is the original e-mail from Mohsen Behzad:

Hello all,

I receive the following error message when I try to add any plot from 
an ensight (.case) file:
""viewer: An invalid variable (Velocity) was specified"".

This file is written by starccm code.  So far, I haven't had any 
problem with such files in my previous simulations. But, the current 
file might be somehow different which causes the error. The only 
difference that I know is that there are several parts (here 
interfaces between regions) in the file which do not have any data 
(e.g., velocity) associated with.

So I wondered if anyone has any solution to this issue. I would be 
happy to sent you the file in case it is required.

Regards,
Mohsen

He also gave me a file, which reproduces the problem. Note that the mesh displays properly. It is just variables that don't display.

The file is located in /usr/gapps/visit/bug_data/EnSight_reader_bug_2273.zip on the local open WCI network."
2768,Resolved,VisIt,Bug,Normal,build_visit doesn't build pyside2 when using qt5,Kathleen Biagas,"",2.13.0,Eric Brugger,02/17/2017,"",100,1.0,02/17/2017 01:02 pm,05/09/2017 06:51 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,"","",All,Any,I just ran the latest trunk version of build_visit and I had qt5 already built and specified --pyside and it tried to build the old pyside that is associated with qt4.
2816,Resolved,VisIt,Bug,High,Problem picking.,Kathleen Biagas,"",2.13.0,Eric Brugger,05/08/2017,"",100,16.0,05/08/2017 11:55 am,09/14/2017 12:02 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,"Jose called and said he is having problems picking on his dataset. Sometime it works and sometimes it doesn't. We should test this with some of our datasets and see if it is a widespread issue. If not, we may need to get his data to get a reproducer."
2845,Resolved,VisIt,Bug,Normal,"Fix H5Part depencies in databases/CMakeLists.txt when FastBit, FastQuery issues fixed.",Allen Sanderson,"",2.13.0,Eric Brugger,06/12/2017,"",0,1.0,06/12/2017 04:38 pm,06/13/2017 12:00 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,The dependencies for H5Part only list H5Part and not FastBit and I assume in the future FastQuery. This is necessary for static builds. This should be fixed when the FastBit and FastQuery issues are resolved.
2857,Resolved,VisIt,Bug,Normal,Remove LLNL RZ host profiles from networks.dat file.,Eric Brugger,"",2.13.0,Eric Brugger,06/29/2017,"",100,1.0,06/29/2017 01:20 pm,09/14/2017 12:03 pm,3 - Occasional,3 - Major Irritation,2.12.1,"","",All,Any,"When people install on Windows they are presented with LLNL RZ as a option for installing host profiles. Those profiles only work on the RZ machines themselves and if they install those instead of the LLNL Open profiles, things will not work. We should remove that option so that they don't accidently make that mistake."
2858,Resolved,VisIt,Feature,Normal,Remove host profiles for rzzeus and rzmerl.,Eric Brugger,"",2.13.0,Eric Brugger,06/30/2017,"",100,1.0,06/30/2017 12:15 pm,09/14/2017 12:03 pm,"","",2.12.1,3 - Medium,3 - Occasional,All,Any,Those machines are now retired.
2859,Resolved,VisIt,Bug,Normal,Remove TACC host profiles from our distributions.,Eric Brugger,"",2.13.0,Eric Brugger,06/30/2017,"",100,1.5,06/30/2017 04:35 pm,09/05/2017 12:02 pm,3 - Occasional,3 - Major Irritation,2.12.1,"","",All,Any,TACC doesn't support client server so there is no point in distributing host profiles for them. This just leads to people trying to do it and not succeeding.
2863,Resolved,VisIt,Bug,Normal,Update the contributors list in the GUI.,Eric Brugger,"",2.13.0,Eric Brugger,07/12/2017,"",100,0.5,07/12/2017 04:48 pm,08/31/2017 11:47 am,3 - Occasional,2 - Minor Irritation,2.12.1,"","",All,Any,The list of developers and contributors should be updated in the GUI. Several developers should be moved to former developers and Henri Girard should be added to the contributors.
2873,Resolved,VisIt,Feature,Normal,"Upate FAQ 23 to require gcc 4.4 or new, except with fastbit, where 4.8 needed",Eric Brugger,"",2.13.0,Eric Brugger,07/27/2017,"",100,0.5,07/27/2017 11:16 am,08/31/2017 12:37 pm,"","",2.12.3,3 - Medium,3 - Occasional,All,Any,"The FAQ on compilers is now out of date. We probably require gcc 4.4 and gcc 4.8 with fastbit, since fastbit relies on C++ 11."
2908,Resolved,VisIt,Bug,Normal,Bogus error message with FASTBIT when running CMake.,Kathleen Biagas,"",2.13.0,Eric Brugger,09/08/2017,"",100,"",09/08/2017 03:16 pm,09/25/2017 12:48 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"When I ran CMake, I noticed I got a warning message that FASTBIT_VERSION wasn't set, even though I wasn't requesting FASTBIT. A user should only get that message when requesting FastBit."
2910,Resolved,VisIt,Bug,Normal,Getting warning message that PIDX not found when running CMake on cab.,Kathleen Biagas,"",2.13.0,Eric Brugger,09/08/2017,"",100,"",09/08/2017 03:23 pm,09/25/2017 12:47 pm,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,I ran CMake on cab and got a warning message that the PIDX library wasn't found. It says to try setting PIDX_DIR.
2742,Resolved,VisIt,Bug,Urgent,VisIt 2.12.1 doesn't plot SPH data,Kevin Griffin,"",2.12.3,Eric Brugger,01/23/2017,"",100,"",01/23/2017 12:37 pm,05/25/2017 05:58 pm,3 - Occasional,5 - Very Serious,2.12.0,"","",All,Any,"Cody Raskin reported that VisIt 2.12.1 doesn't plot SPH data anymore. Here is the text of his bug report.
 
Just got around to trying out the new visit and it doesn’t look like SPH data is plottable any longer. When I choose pseudocolor, all of the regular fields are grayed out, and only fields that have integers (like domains) are selectable. Did something change about the way silo files are handled?
"
2804,Resolved,VisIt,Bug,High,Pick window doesn't increase number of tabs when you increase it.,Kathleen Biagas,"",2.12.3,Eric Brugger,04/19/2017,"",100,0.5,04/19/2017 01:15 pm,04/25/2017 08:40 pm,3 - Occasional,3 - Major Irritation,2.12.1,"","",All,Any,"A user reported that when he increased the number of tabs from 8 to 15, the number of tabs displayed did not increase. I verified that this is indeed the case. I noticed that hitting apply and resizing the window larger caused the additional tabs to appear. Here is the original e-mail from Rishi Ganeriwala (ganeriwala1@llnl.gov). The bug was in 2.12.2, he implied that 2.12.1 doesn't have this bug. I didn't check that.

Hi Eric,

I’ve noticed what may be a bug in the latest version of Visit.  When you click on the pick option to get values at specific nodal coordinates, in the window that pops up there is an option to increase the maximum number of tabs (default is 8).  However, when I try to increase this number past 8, the number of tabs visible does not increase.  For example, if I set it to 15, I still only see 8 tabs (see below screenshot).  However, I can select 15 different points before the tabs start being overwritten.  In the previous version of Visit 15 tabs would appear at the top so I could see the values of all my picks.

Is there a way to open an older version of Visit on the LC?  I was looking through /usr/gapps/visit/, but there doesn’t seem to be an equivalent “frontendlauncher” executable for the old versions as is present for the current version.  Please advise.

Thank you,
Rishi

Screenshot showing only 8 tabs even though 15 are specified.  Also notice that point “A” does not get overwritten until I get to pick “P” (the 16th letter):"
2806,Resolved,VisIt,Bug,Normal,Eigenvector expression returns incorrect results.,Mark Miller,"",2.12.3,Eric Brugger,04/20/2017,"",0,"",04/20/2017 04:34 pm,06/08/2017 09:10 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,"The eigenvector expression returns the results in the incorrect order in result. Here is the e-mail from the user.

Hi Eric,
Pengcheng Fu in the GEOS group sent out a request on this list a while back. The eigenvectors are output in a 3x3, but the indexing is transposed relative to what is indicated in the documentation. Here is the text content...
________________________________________
From: Fu, Pengcheng via visit-users <visit-users@elist.ornl.gov>
Sent: Tuesday, March 14, 2017 6:05 PM
To: visit-users@elist.ornl.gov
Cc: Fu, Pengcheng
Subject: [visit-users] Small bug in VisIt's eigenvector calculation 
 
Hey,
We found a small bug (or inconsistency) in VisIt expression’s eignvector calculation.  The following is what we saw and two screenshots are included in the attached word document.  It’s easy to get around by manually reconstruct the vectors but it would be nice if this inconsistency can be fixed in the future.
 
Figure 1 shows the tensor plot of a stress tensor at an element and the corresponding label plot.  We define an expression eigenvector = eigenvector(StressTensor) and show the value through a label plot in Figure 2.  It looks like the three eigenvectors are the three columns. However, the online help for “Built-in expressions” says
eigenvector(expr)
expr must evaluate to a 3x3 tensor. The eigenvector expression returns the eigenvectors of the 3x3 matrix argument as a tensor (3x3 matrix) valued expression where each row in the tensor is one of the eigenvectors. Use the component index operator ('[]') to access individual eigenvectors.
Example: evecs = eigenvector(tensor), evecs[1]
 
Best wishes
Pengcheng
 
Figure 1

Figure 2"
2822,Resolved,VisIt,Bug,Normal,Sphere geometry not working with ddcMD reader.,Eric Brugger,"",2.12.3,Eric Brugger,05/18/2017,"",100,6.0,05/18/2017 03:11 pm,06/08/2017 05:08 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,"I got the following bug report from Liam Krauss.

Hi Eric.

Wondered if you could take a quick look at the ddcMD reader.  Was interested in using the ""Sphere Geometry"" Pseudocolor feature (which is awesome by the way!). 
When I have Pseudocolor plot colored by scalar and then choose ""Sphere Geometry"" it appears that scalar values are not transferred and color is not displayed - only lit colorless spheres.

Would imagine it's a quick fix for one who is a VisIt reader expert.

Thanks!

-Liam"
2823,Resolved,VisIt,Feature,Normal,Add a host profile for rztopaz at LLNL.,Eric Brugger,"",2.12.3,Eric Brugger,05/19/2017,"",100,1.0,05/19/2017 12:55 pm,05/25/2017 10:44 am,"","",2.12.1,3 - Medium,3 - Occasional,All,Any,"I committed revisions 30891 and 30893 to the 2.12 RC and trunk with
the following changes:

1) I added a host profile for LLNL's rztopaz system.

A       resources/hosts/llnl_rz/host_llnl_topaz.xml
M       resources/help/en_US/relnotes2.12.3.html"
2825,Resolved,VisIt,Bug,Urgent,expressions involving multiple matvf functions are incorrect,Kevin Griffin,"",2.12.3,Eric Brugger,05/22/2017,"",100,"",05/22/2017 05:45 pm,05/24/2017 09:42 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,"Mike Puso reported that doing a matvf(material,9)*matvf(material,1) gave him just matvf(material,9), when he swapped them he got matvf(material,1). I was able to reproduce this with rect2d.silo. Here are the steps involved:

Open rect2d.silo
Create an expression matvf(mat1,11)*matvf(mat1,12)
Create a Pseudocolor plot of the expression
You get the matvf for material 11
Swap 11 and 12
You get the matvf for material 12"
2826,Resolved,VisIt,Bug,High,Very slow opening a file.,Mark Miller,"",2.12.3,Eric Brugger,05/23/2017,"",90,"",05/23/2017 04:59 pm,06/08/2017 09:01 pm,3 - Occasional,3 - Major Irritation,2.12.1,"","",All,Any,"Jose reported that when he opens a file from hydra it takes forever, yet with 2.11.0 it opens really fast. He gave me access to his data and I was able to reproduce it."
2827,Resolved,VisIt,Bug,High,Clipping a surface from a VTK file generated by VisIt gives an empty plot.,Eric Brugger,"",2.12.3,Eric Brugger,05/23/2017,"",100,12.0,05/23/2017 05:40 pm,06/20/2017 05:43 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,"Mike Puso reported that if he reads in a vtk file containing a surface into VisIt and performs a clip operation he gets an error message and an empty plot. He gave me his data on the closed and it contains polydata. I looked into the source of the error message and basically there is a conversion being done when the topological dimension is less than the spatial dimension and it skips cells that are greater than the topological dimension. It turns out the spatial dimension is 3 and the topological dimension is 0, causing all the cells to be skipped.

Looking at the debug logs I see that it determines the spatial and topological dimension based on the first file of a collection of VTK files grouped using a "".visit"" file. The first file doesn't have any cells and that is why the topological dimension is 0."
2831,Resolved,VisIt,Bug,High,Using an expression with value_for_material with material selection crashes VisIt.,Cyrus Harrison,"",2.12.3,Eric Brugger,05/24/2017,"",0,"",05/24/2017 04:36 pm,05/26/2017 01:22 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,"Kevin Roe showed me where adding a plot with an expression that used value_for_material crashed VisIt. I haven't been able to reproduce it with rect2d.silo or ucd3d.silo, but it immediately crashed for Kevin, perhaps it has to do with running in parallel."
2841,Resolved,VisIt,Bug,Normal,VisIt crashes opening an Ale3d file.,Mark Miller,"",2.12.3,Eric Brugger,06/02/2017,"",0,1.0,06/02/2017 06:52 pm,06/08/2017 08:56 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,"Carly Whitmore gave me a file from Ale3d that causes VisIt to crash when it opens it. It crashes in 2.12.2, but 2.11 works fine. This sounds like it is related to the Silo changes that were put into the Silo reader dealing with multiblock meshes with empty blocks."
2846,Resolved,VisIt,Bug,High,"Query over time with ""Total length"" fails.",Eric Brugger,"",2.12.3,Eric Brugger,06/13/2017,"",100,1.0,06/13/2017 12:16 pm,06/13/2017 07:12 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",All,Any,""
2788,Resolved,VisIt,Bug,Normal,VisIt won't start in parallel on the LLNL TOSS3 machines if a users default LD_LIBRARY_PATH doesn't include mpi.,Eric Brugger,"",2.12.2,Eric Brugger,03/22/2017,"",100,2.0,03/22/2017 04:47 pm,03/22/2017 05:39 pm,3 - Occasional,3 - Major Irritation,2.12.1,"","",All,Any,"Some users are not able to launch a parallel version of VisIt on the new TOSS3 systems if they have a blank LD_LIBRARY_PATH. The default path for all users should include the mpi library paths, but some users modify their path and then the path ends up not including the mpi library paths and VisIt doesn't launch.

The custom launcher should be modified to set the LD_LIBRARY_PATH for those systems.

The machines include: borax, quartz, rzgenie, rztrona, agate and jade."
2789,Resolved,VisIt,Feature,Normal,Enable SubdivideQuads operators as a stopgap measure to address Pseudocolor plot rendering issues.,Eric Brugger,"",2.12.2,Eric Brugger,03/22/2017,"",100,2.0,03/22/2017 04:52 pm,03/22/2017 05:01 pm,"","",2.12.1,3 - Medium,3 - Occasional,All,Any,"Tom Brunner has a case with dendritic zones where a rendering issue making it hard to debug issues in his code.

Let's enable the SubdivideQuads operator and see if this addresses his issue. If this works then we can add an option to the Pseudocolor plot do to the same.
"
2584,Resolved,VisIt,Feature,Normal,Add host profile for LLNL Syrah system.,Eric Brugger,"",2.12.1,Eric Brugger,04/06/2016,"",100,1.0,04/06/2016 12:46 pm,06/15/2017 05:20 pm,"","",2.12.1,3 - Medium,3 - Occasional,All,Any,Add host profile for LLNL Syrah system.
2656,Resolved,VisIt,Feature,Normal,Upgrade to latest version of putty,Kevin Griffin,"",2.12.1,Eric Brugger,07/27/2016,"",100,"",07/27/2016 10:19 am,01/17/2017 08:19 pm,"","","",3 - Medium,3 - Occasional,All,Any,"qt-ssh uses putty for doing ssh. We need to update to the latest ciphers. The first step is to upgrade putty, which is built into VisIt and is very old."
2708,Resolved,VisIt,Bug,Normal,vtk 6.1 not building with gcc 6.2.,Eric Brugger,"",2.12.1,Eric Brugger,11/02/2016,"",100,2.0,11/02/2016 10:09 am,11/10/2016 05:39 pm,3 - Occasional,3 - Major Irritation,2.10.0,"","",All,Any,"I user reported that VTK didn't build with gcc 6.2. Here is the patch he found to make it work.

Managed to find the relevant VTK commit:

https://gitlab.kitware.com/vtk/vtk/commit
/5c5930d3f63cd5afaaf3bed3b866c19e7eb2a4b7

I applied it by hand to the VTK 6.1.0 sources as it didn't cleanly apply. Visit is building now, will let you know.

Paul"
2310,Resolved,VisIt,Bug,High,XRay Image query crashes if you give it bad variable names for the absorptivity and emissivity.,Kevin Griffin,"",2.12.0,Eric Brugger,06/24/2015,"",100,"",06/24/2015 03:41 pm,10/25/2016 01:41 pm,3 - Occasional,4 - Crash / Wrong Results,2.9.2,"","",All,Any,"Paul Amala was using the XRay Image query and forgot to set the absorptivity and emmissivity variable names and VisIt crashed because they were wrong. The engine crashed and then the viewer was in such a state that even after restarting the engine, the engine would immediately crash again."
2375,Resolved,VisIt,Bug,Normal,Correct LLNL-tutorial-movie-making on wiki to add resConstraint=NoConstraint to the save attributes,Eric Brugger,"",2.12.0,Eric Brugger,09/17/2015,"",100,2.0,09/17/2015 10:33 am,10/25/2016 01:42 pm,3 - Occasional,3 - Major Irritation,2.9.2,"","",All,Any,"I was making a movie with the cli and setting the width and height as shown in the example in the LLNL-tutorial-movie-making tutorial on the visit users wiki and it wasn't taking. I found that I also needed to set:

save.resConstraint = save.NoConstraint

There is some text as well as an image that need updating."
2378,Resolved,VisIt,Bug,Normal,Update the tutorial material to reflect the changes to the save image attributes window,Eric Brugger,"",2.12.0,Eric Brugger,09/17/2015,"",100,3.0,09/17/2015 02:53 pm,10/25/2016 01:42 pm,3 - Occasional,3 - Major Irritation,2.8.2,"","",All,Any,I overhauled the save image attributes window for the 2.10 release. The tutorial content should be updated to match the changes.
2699,Resolved,VisIt,Feature,Immediate,Add ability to pseudocolor plot to set how the end points of curves are displayed independently.,Eric Brugger,"",2.12.0,Eric Brugger,10/20/2016,"",100,12.0,10/20/2016 02:33 pm,11/01/2016 12:02 pm,"","","",5 - Very High,3 - Occasional,All,Any,"Currently the pseudocolor plot allows you to specify the endpoints of curves as both spheres or both cones. In the case of streamlines, you really want the tails to be spheres and the heads to be cones.

We need this before supercomputing."
2700,Resolved,VisIt,Bug,Immediate,Displaying curves in the pseudocolor plot as ribbons crashes the engine.,Eric Brugger,"",2.12.0,Eric Brugger,10/20/2016,"",100,8.0,10/20/2016 02:35 pm,10/25/2016 01:44 pm,3 - Occasional,4 - Crash / Wrong Results,2.10.0,"","",All,Any,"I was displaying streamlines as ribbons in the pseudocolor plot window and then engine crashed.

We need this before supercomputing."
2701,Resolved,VisIt,Bug,Immediate,Displaying curves as tubes in the pseudocolor window causes many of the curves to disappear,Eric Brugger,"",2.12.0,Eric Brugger,10/20/2016,"",100,8.0,10/20/2016 02:37 pm,10/25/2016 01:45 pm,3 - Occasional,4 - Crash / Wrong Results,2.10.0,"","",All,Any,"I was displaying streamlines in the pseudocolor plot and turned on tubes and most of the lines disappeared.

We need this for supercomputing."
2703,Resolved,VisIt,Bug,Normal,Opening Exodus files hangs on Mac.,Mark Miller,"",2.12.0,Eric Brugger,10/26/2016,"",0,"",10/26/2016 02:16 pm,10/30/2016 07:32 pm,3 - Occasional,4 - Crash / Wrong Results,2.10.0,"","",All,Any,"Boyce Griffin sent me a couple of Exodus files that cause VisIt to hang when he opens them on his Mac. Here is the text of his e-mail.

Folks --

I just updated to VisIt 2.11.0 on OS X 10.12.1. When trying to open an ExodusII file, I get the spinning beach ball and wind up needing to do a force quit. I've tried a few different files, generated both by CUBIT and exported from libMesh. I've verified that I can open the same files using VisIt 2.10.3. I also can open other types of files (e.g. from SAMRAI) in VisIt 2.11.0. I'm currently using the OS X executable from the LLNL site. I'm going to try building VisIt from source to see if that helps.

-- Boyce

I was able to successfully open both files on kickit using the public 2.11.0 installed there. The hex20 file displayed properly but the hex27 file had all the hexes looking funky. I assume we are having a node numbering issue with the hex27 elements."
2704,Resolved,VisIt,Bug,Normal,build_visit2_11_0 fails with netcdf error on Mac OSX 10.12.1,Cyrus Harrison,"",2.12.0,Eric Brugger,10/26/2016,"",0,"",10/26/2016 02:20 pm,11/01/2016 10:14 pm,3 - Occasional,4 - Crash / Wrong Results,2.10.0,"","",All,Any,Boyce Griffin tried to build visit 2.11.0 on his Mac OSX 10.12.1 system and it had a problem building Netcdf.
