#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
2569,Resolved,VisIt,Bug,Normal,QT 5 enabled VisIt installed on windows 7 VM hangs,Kathleen Biagas,"",2.13.1,Kathleen Biagas,03/30/2016,"",100,"",03/30/2016 05:30 pm,03/08/2018 06:07 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,"","",Windows 7,Any,"I created a binary version of the trunk, built with QT 5 enabled.
It runs fine on my development machine, both from the build and when installed from binary.
It also runs fine on my personal windows 7 machine when installed from binary.

However, when I install it on the Windows 7 VM that I use for normal Visit testing, it hangs.

A QT error message is continuously generated:

Qt: Critical: QEventDispatcherWin32::registerTimer: Failed to create a timer. (The current process has used all its systems allowance of handles for Window Manager objects.)

Looks like this was happening during gui's attempt to communicate with viewer."
2743,Resolved,VisIt,Feature,Normal,Rebuild fastbit and h5part for the 2.13.0 thirdparty_shared libraries at LLNL.,Eric Brugger,"",2.13.1,Eric Brugger,01/24/2017,"",0,"",01/24/2017 04:38 pm,03/01/2018 01:11 pm,"","",2.12.3,3 - Medium,3 - Occasional,All,Any,"Allen updated bv_fastbit and bv_h5part on the trunk, so we should rebuild those libraries for our 2.13.0 thirdparty_shared libraries."
2746,Resolved,VisIt,Bug,Normal,revisit quad rendering issues,"","",2.13.1,Cyrus Harrison,01/27/2017,"",0,"",01/27/2017 12:43 pm,03/01/2018 12:06 pm,3 - Occasional,2 - Minor Irritation,2.12.0,"","",All,Any,"Hi Folks,

I know we have talked about this in depth before (http://visitusers.org/index.php?title=Pseudocolor_rendering_of_nodal_variables_on_quads)

Tom Brunner has a case with dendritic zones where this rendering issue making it hard to debug issues in their code.

He suggested if we had an option, similar to the last option on the page above that used the average value at the nodes for the center point of the triangle that would help.  Did we try the average value, or did we try actually interpolating to select a value for that point?

-Cyrus"
2774,Resolved,VisIt,Bug,Normal,Segfault when plotting large rectilinear grid,Mark Miller,"",2.13.1,Paul Melis,02/24/2017,"",0,"",02/24/2017 09:22 am,03/02/2018 04:25 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",Linux,Any,"We have a user that is trying to visualize a 1536x1536x1297 rectilinear grid, specified using an Xdmf file and two HDF5 files (one for grid coordinates and one for the volume data itself).

Loading in Visit 2.12.2 (official binary) works fine, but two cases cause a segfault, in different places as far as I can tell from the logs:

1. Add Mesh plot -> thetacut; Draw
2. Add Volume plot -> Azimuthal Velocity; disable lighting in the volume properties; Draw

I've added set of log files for both cases. Also a dummy xdmf file using the original grid coordinate HDF5 file and a script to generate dummy volume data (I can't share the data itself).

The viz node I'm running this on has 64G memory, and I don't see the usage getting close to the limit."
2775,Resolved,VisIt,Bug,Normal,Windows nectdf reader Cannot open file generated using ncdf4 package in R.,Kathleen Biagas,"",2.13.1,Kathleen Biagas,02/28/2017,"",100,"",02/28/2017 06:45 pm,03/02/2018 11:20 am,3 - Occasional,4 - Crash / Wrong Results,2.12.1,"","",Windows,Any,"Customer provided a small test file.
VisIt on linux opens the file and seems to plot correctly."
2833,Rejected,VisIt,Bug,High,Restore session doesn't always track restore if a plot is hidden.,Kevin Griffin,"",2.13.1,Eric Brugger,05/24/2017,"",0,"",05/24/2017 05:17 pm,01/22/2018 05:28 pm,3 - Occasional,2 - Minor Irritation,2.12.1,"","",All,Any,"Kevin Roe saved a session with some plots hidden, when he restored it the hidden plots weren't hidden. I saw the failure, but I haven't been able to reproduce it. He had 2 databases open in different directories as well as plots in three windows, so perhaps it only fails in complex situations."
2860,Resolved,VisIt,Bug,Normal,The compression options should be greyed out with curve and ultra formats.,Mark Miller,"",2.13.1,Eric Brugger,07/03/2017,"",0,"",07/03/2017 02:13 pm,03/03/2018 05:03 pm,3 - Occasional,2 - Minor Irritation,2.12.1,"","",All,Any,I was in Kevin Roe's office and I was showing him how to save curves. I had him bring out the save options window and set the format to curve. The compression options were active for both curve and ultra and he was confused as to what they should be set to. They should be greyed out. They seem to grey out appropriately for the other file formats.
2864,Resolved,VisIt,Bug,Normal,Populating file list slow in directories with lots of files.,Mark Miller,"",2.13.1,Eric Brugger,07/13/2017,"",0,15.0,07/13/2017 12:34 pm,03/15/2018 06:51 pm,3 - Occasional,3 - Major Irritation,2.12.1,"","",All,Any,"Jose reported that he is running VisIt and then he wants to open a new database in another directory and it takes forever to populate the file list for the new directory and he can't do anything with his existing database while it does that. He asked if this could be launched in a thread and not block VisIt. Alternatively, we could try to make it faster to populate the file list. Mark mentioned that ""find -type f -print"" is a lot faster than doing an ""ls -l"", so perhaps there is a different system call that can be made instead of stat that is faster."
2866,Resolved,VisIt,Bug,Normal,Scatter plot wizard populating variable menu using previous database.,Kevin Griffin,"",2.13.1,Kathleen Biagas,07/13/2017,"",100,"",07/13/2017 01:12 pm,02/08/2018 06:53 pm,3 - Occasional,2 - Minor Irritation,2.12.2,"","",All,Any,"Here's the email reference:

https://elist.ornl.gov/pipermail/visit-users/2017-July/020335.html

Customer says that after using the scatter plot with one database, he opens a second, but the scatter plot wizard (not the atts window, the wizard) populates the variable menu selections with variables from the first database, not the second."
2870,Resolved,VisIt,Bug,Normal,Should Min/max labels also use current plot values?,Mark Miller,"",2.13.1,Kevin Griffin,07/24/2017,"",0,"",07/24/2017 03:21 pm,12/16/2017 03:14 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",All,Any,When 'Use Current Plot' is selected for limits in the Pseudocolor plot attributes the legend's limits update but not the Max/Min labels below the legend (see attachment). This caused some confusion with a user recently (Peter Zischka).
2881,Resolved,VisIt,Bug,Normal,py_exprs test fails in parallel on Windows,Kathleen Biagas,"",2.13.1,Kathleen Biagas,08/04/2017,"",100,2.0,08/04/2017 12:07 pm,03/07/2018 03:21 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.3,"","",Windows,Any,"I run the windows equivalent of './runtest -n 1 --lessverbose -m parallel tests/hybrid/py_exprs.py'

Here is the message printed out to the command window:

VisIt: Error - Pseudocolor:  (ExpressionException)
viewer.exe: The 'py' expression failed because avtPythonExpression::ProcessArguments Error - Failed to initialize the python filter environment.
Python Environment Error:
<type 'exceptions.AttributeError'>'module' object has no attribute 'init'
Traceback (most recent call last):
  File ""<string>"", line 1, in <module>
AttributeError: 'module' object has no attribute 'init'


I have added the test to the skip list until it can be fixed."
2909,Resolved,VisIt,Bug,Normal,Getting error message that NUMPY not found when running CMake on cab.,Eric Brugger,"",2.13.1,Eric Brugger,09/08/2017,"",100,6.0,09/08/2017 03:19 pm,03/06/2018 11:35 am,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,I noticed that I am getting an error message that NUMPY can't be found when running CMake on cab. We should probably try to fix this before the 2.13 release. The message says NUMPY_INCLUDE_FOUND and NUMPY_VERSION_FOUND are missing.
2916,Resolved,VisIt,Feature,Normal,Update Detailed list of file formats VisIt supports for SPCTH,Kevin Griffin,"",2.13.1,Kevin Griffin,09/15/2017,"",100,"",09/15/2017 07:21 pm,11/09/2017 06:39 pm,"","",trunk,3 - Medium,3 - Occasional,All,Any,Need to add the SPCTH (Spy) file format to the list of file formats VisIt supports once 2.13.0 is released. (Update http://visitusers.org/index.php?title=Detailed_list_of_file_formats_VisIt_supports)
2923,Resolved,VisIt,Feature,Normal,Error messages from launcher on Windows,Kathleen Biagas,"",2.13.1,Kathleen Biagas,09/29/2017,"",100,1.0,09/29/2017 04:44 pm,11/21/2017 05:00 pm,"","",2.12.3,3 - Medium,3 - Occasional,Windows,Any,"There are times the launcher (visit.c) should give error messages to user, but because we create Windows Apps instead of Console Apps, the error messages are never seen. (Currently only issue messages to stderr).

Should we create Message Box messages for error conditions and/ or warnings?

This occurred to me when fixing the hang when use specified '-np 2' on the command line, but mpiexec was not located.
Would like user to see message regarding this, or other errors (like VISITSSH env var not pointing to an executable)."
2924,Resolved,VisIt,Bug,High,VisIt Time Query Pick causes crash when Curve Plot plugin is disabled,Kathleen Biagas,"",2.13.1,Jim Eliot,10/02/2017,"",100,1.0,10/02/2017 05:59 am,03/01/2018 04:37 pm,1 - Exceptional,4 - Crash / Wrong Results,2.12.3,"","",All,Any,"When using the 'Do Time Query' option of the Pick Query, VisIt will crash if the Curve Plot plugin has been disabled.

A better result would be a message indicating that the Curve plot is disabled.

The crash can be avoided by re-enabling the Curve Plot plugin, so is not a big problem.


To reproduce:
- Disable Curve Plot in Plugin Manager, Save Settings and restart VisIt.
- Load a geometry with multiple time steps
- Create a pseudocolor plot
- Navigate to the Query dialog -- Controls --> Query
- Select Pick then tick the 'Do Time Query' option
- Click Query

A dialog pops up with ""VisIt could not create the desired plot"" and then VisIt exits."
2929,Resolved,VisIt,Bug,Normal,Package tarball contains invalid symlinks,Eric Brugger,"",2.13.1,Paul Melis,10/03/2017,"",100,4.0,10/03/2017 07:11 am,03/13/2018 05:41 pm,2 - Rare,2 - Minor Irritation,2.12.3,"","",Linux,Any,"Using the build_visit 2.12.3 script, followed by ""make package"" in visit2.12.3/src results in a tarball that has symlinks pointing to non-existent directories:
<pre>
[paulm@gcn3 VisIt]$ tar tvf visit2_12_3.linux-x86_64.tar.gz|grep icons
lrwxrwxrwx paulm/paulm       0 2017-10-03 11:12 visit2_12_3.linux-x86_64/2.12.3/linux-x86_64/include/visit/gui/icons -> ../common/icons
lrwxrwxrwx paulm/paulm       0 2017-10-03 11:13 visit2_12_3.linux-x86_64/2.12.3/linux-x86_64/include/visit/viewer/main/icons -> ../../common/icons
[paulm@gcn3 VisIt]$ 
</pre>

There is no common/icons dir in the tarball. When untarring the resulting binaries seem to work fine and I don't seem to miss any icons, but EasyBuild trips over the missing symlink destinations when trying to unpack and copy the tarball contents."
2931,Resolved,VisIt,Bug,Normal,Active window setting in main GUI window only displays 1 digit,Eric Brugger,"",2.13.1,Eric Brugger,10/06/2017,"",100,2.0,10/06/2017 02:10 pm,03/07/2018 02:38 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",All,Any,"Jose Milovich called to report that the active window display in the main GUI window only displays 1 digit. If he sets it so something above 9, he only sees a single one digit. It looks like the space is constrained to just a single digit. This should be an easy fix."
2933,Resolved,VisIt,Bug,Normal,Issue with Silo Files Exported from LibSim,Mark Miller,"",2.13.1,Cyrus Harrison,10/10/2017,"",0,"",10/10/2017 06:28 pm,03/01/2018 06:24 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",All,Any,"From Andrew Kirby @ University of Wyoming -- Cyrus has access to the files. 


I have found a bug in Visit (2.12.3) with Silo files in a time sequence.
I am attaching two time states with (parallel: 2 files per time step + 1 header--> 6 silo files total).

These are generated using Libsim.

There are two issues (after loading both time states: pseudocolor->rho): 
1.) When you move to the second time step, the surface is not completely rendered. 
     If you hit Reopen and Draw, the surface fully appears.

2.) If you Reopened on the second time step, then go back to the first time step, an error throws:
Pseudocolor: ()
viewer: Tried to access 97 of 97.

These two issues are quite common (particularly the second one) with the Silo extracts from Libsim.
"
2934,Resolved,VisIt,Bug,Low,vtkMultiBlock has incorrect extents with some ImageData vti files,Matt Larsen,"",2.13.1,Matt Larsen,10/12/2017,"",100,"",10/12/2017 02:21 pm,03/05/2018 01:20 pm,2 - Rare,2 - Minor Irritation,2.12.3,"","",All,Any,"I investigated the visit avtVTKFileReader class and I identified the problem. VisIt expects the file containing the descriptions of all the blocks in each time step to have the extents for each block, when this information can also ( I think always )  be contained in the .vti file.  Before converting the data set to a rectilinear grid, I check if the extent VisIt uses is NULL and I ask the dataset what its extents are. This fixes the problem.
 
This is mainly a reminder to pull the fix of my branch and put it in the trunk."
2944,Rejected,VisIt,Bug,Normal,ProtienDataBank plugin interferes with Portable Database Files,Mark Miller,"",2.13.1,Mark Miller,10/22/2017,"",0,"",10/22/2017 07:28 pm,11/20/2017 05:58 pm,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,"Both ProtienDatabank and Portable Database files have a @.pdb@ extension.

A file to demonstrate the issues is attached.

I opened it with with ProteinDatabank plugin and it opened successfully and showed several menu objects. It then allowed me to attempt to plot one and then produced the plot yielded no data message.

The problem is that the plugin summarily populates database metadata without regard for whether the file open actually succeeded. If it conditioned the population of metadata on a successful file open, then it could return _empty_ metadata in cases where the file is not a ProtienDatabank file and VisIt would recognize that the plugin is probably not the right one to use for the given file (even though the extensions matched).

Next, even a GetMesh call succeeds and returns NULL from this plugin.

This behavior had us convinced the file was indeed a ProteinDatabank file even though later analysis proved that it wasn't.

"
2947,Resolved,VisIt,Bug,Normal,The color table has an extraneous label with discrete color tables.,Mark Miller,"",2.13.1,Eric Brugger,10/23/2017,"",100,1.0,10/23/2017 08:09 pm,03/06/2018 11:14 am,3 - Occasional,2 - Minor Irritation,2.12.3,"","",All,Any,"If you bring up the color table window and select a discrete color table, right above the grid of colors will be the label ""Smoothing"". I don't believe this serves any purpose and I suspect the coding in the GUI window is not turning it off when displaying a discrete color table. It should be present for continuous color tables."
2956,Resolved,VisIt,Bug,High,Move Visit to MSVC 2017,Kathleen Biagas,"",2.13.1,Kathleen Biagas,10/30/2017,"",100,"",10/30/2017 12:01 pm,03/01/2018 04:53 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",Windows,Any,"Ale3d for Windows has moved to MSVC2017, and they can no longer integrate with the libsim plugin due to incompatibility with the compilers currently used to build VisIt (2012 or 2013).

"
2960,Resolved,VisIt,Bug,Normal,"curve_cmfe template insert indicates 'meshname', should be 'curvename'",Mark Miller,"",2.13.1,Mark Miller,10/30/2017,"",0,"",10/30/2017 05:21 pm,11/21/2017 07:59 pm,3 - Occasional,1 - Not Serious,2.12.3,"","",All,Any,"When inserting curv_cmfe template into expression window, the template indicates a 'meshname' argument. It should be a curvename argument."
2969,Resolved,VisIt,Feature,Normal,Patch pyside2,Kevin Griffin,"",2.13.1,Kevin Griffin,11/01/2017,"",100,"",11/01/2017 06:58 pm,12/15/2017 03:50 pm,"","",2.13.0,3 - Medium,3 - Occasional,All,Any,"Create a patch for pyside2 that removes the COLLECT_MODULE_IF_FOUND calls for the multimedia modules.

=========
If we do patch pyside2, we may need to add
set(DISABLE_QtMultimedia 1)
and
set(DISABLE_QtMultimediaWidgets 1)

in place of the COLLECT_MODULE_IF_FOUND calls

Kathleen"
2977,Resolved,VisIt,Bug,High,Query over time stores results in single precision.,Eric Brugger,"",2.13.1,Eric Brugger,11/16/2017,"",100,3.0,11/16/2017 08:39 pm,11/17/2017 06:42 pm,3 - Occasional,4 - Crash / Wrong Results,2.13.0,"","",All,Any,Raymond Ryckman reported that he was doing a query over time where the time values varied in the 9th and 10th significant digits and the resulting curve he got when he saved the result in a curve value didn't have all the precision and consecutive points in the curve showed the same time values for small runs of points even though the times on the time slider had all the precision and were correct.
2978,Resolved,VisIt,Bug,Normal,VTK reader getting materials wrong for multi-block,Kathleen Biagas,"",2.13.1,Kathleen Biagas,11/20/2017,"",100,1.0,11/20/2017 12:15 pm,11/20/2017 05:10 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.3,"","",All,Any,"VisIt is only reading material information for the first block in a multi-block dataset, and populating that information for all blocks.

Zachary Dodson reported this on the users list, his use case was .pvtu data, but I tested with other forms of multi-block vtk datasets, and it is reproducible no matter the underlying type.

I created a two-block unstructured grid dataset with 'material' scalar. The first block contains material values 0 and 1, the second block contains material values 2 and 3. (test_mat_noids)

File information when opening the .pvtu lists only material 0 and 1.

I then created a second dataset duplicating the first, but this time I also added 'MaterialIds' as FieldData to each block containing all material values for the entire dataset (eg, 0, 1, 2, 3). (test_mat_withids)

This time, File information lists all 4 materials, but VisIt still duplicates the material information from the first block to the second.

Third attempt was with both blocks having only material 0 and 1, but reversing the order of the materials. (test_mat_same).

VisIt still duplicated the materials from the first block to the second block.

"
2984,Resolved,VisIt,Feature,Normal,Allow SPCTH reader to process MTSD file formats,Kevin Griffin,"",2.13.1,Kevin Griffin,11/21/2017,"",100,"",11/21/2017 09:07 pm,12/11/2017 04:50 pm,"","",2.13.0,3 - Medium,3 - Occasional,All,Any,"The SPCTH reader subclasses the MTMD file format which requires all time steps and domains to be in a single file. However, in addition to supporting this the SPCTH reader needs to support MTSD file formats. This should be doable by creating a special file extension to indicate that the SPCTH reader should not treat the file as a data file but a file containing a list of MTSD files that should be processed together."
