#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
2978,Resolved,VisIt,Bug,Normal,VTK reader getting materials wrong for multi-block,Kathleen Biagas,"",2.13.1,Kathleen Biagas,11/20/2017,"",100,1.0,11/20/2017 12:15 pm,11/20/2017 05:10 pm,3 - Occasional,4 - Crash / Wrong Results,2.12.3,"","",All,Any,"VisIt is only reading material information for the first block in a multi-block dataset, and populating that information for all blocks.

Zachary Dodson reported this on the users list, his use case was .pvtu data, but I tested with other forms of multi-block vtk datasets, and it is reproducible no matter the underlying type.

I created a two-block unstructured grid dataset with 'material' scalar. The first block contains material values 0 and 1, the second block contains material values 2 and 3. (test_mat_noids)

File information when opening the .pvtu lists only material 0 and 1.

I then created a second dataset duplicating the first, but this time I also added 'MaterialIds' as FieldData to each block containing all material values for the entire dataset (eg, 0, 1, 2, 3). (test_mat_withids)

This time, File information lists all 4 materials, but VisIt still duplicates the material information from the first block to the second.

Third attempt was with both blocks having only material 0 and 1, but reversing the order of the materials. (test_mat_same).

VisIt still duplicated the materials from the first block to the second block.

"
3006,Resolved,VisIt,Bug,Normal,Investigate why ViewerPlot set's var units in the avtPlot.,Kathleen Biagas,"",2.13.1,Kathleen Biagas,02/06/2018,"",100,1.0,02/06/2018 01:17 pm,02/26/2018 07:22 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",All,Any,"A customer developing a new plot plugin wants his plugin to set the variable units displayed by the legend.
This can be done during CustomizeBehavior by a call to avtPlot::SetVarUnits.

However, ViewerPlot::CreateActor also calls SetVarUnits, and this is done after avtPlot is finished executing, so the ViewerPlot call overrides the settings done by the plot plugin.

Anyone know why ViewerPlot does this?

There is also logic in avtPlot::Execute to set the units if they are available, so it seems ViewerPlot duplicates functionality as well as preventing plugins from changing the setting."
3021,Resolved,VisIt,Bug,Normal,build_visit usage needs tweaking,Kathleen Biagas,"",2.13.1,Kathleen Biagas,02/27/2018,"",100,"",02/27/2018 05:55 pm,03/02/2018 03:35 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",All,Any,"The first thing printed is 'BOOLEAN FLAGS"", but the list is interspersed with bool flags, and flags 
./build_visit --help
Processing bsd license.                                                         
Setting VisIt info...                                                           
Usage: bv [options]                                                             
A download attempt will be made for all files which do not exist.               

BOOLEAN FLAGS
        These are used to enable or disable specific functionality.  They do not take option values.                                                            

--dry-run       Dry run of the presented options [false]
--build-mode    VisIt build mode (Debug or Release) [Release]

As you can see the second item listed is NOT a boolean flag.

we should group them items appropriately, or remove the grouping tag.

-"
1547,Resolved,VisIt,Bug,Normal,Hang and runaway process when running test scalable.py with no engine_par.,Kathleen Biagas,"",2.13.0,Kathleen Biagas,07/29/2013,"",100,0.5,07/29/2013 05:23 pm,07/07/2017 04:55 pm,2 - Rare,5 - Very Serious,trunk,"","",All,Any,"I generally don't build parallel on my local linux desktop.
I run the test suite with this command:
./runtest -e ../Build/bin/visit -d ../Build/data --lessverbose

I've included between the +++ lines below the output from running scalable.py only:

+++++++++++++++++++++++
[biagas2@beetlehunter test]$ ./runtest -e ../Build/bin/visit -d ../Build/data --lessverbose tests/rendering/scalable.py
[[VisIt Test Suite]]                   
[Checking test data]                   
[Test data file '/home/biagas2/Branches/trunk/Build/data/silo_hdf5_test_data/globe.silo' exists.]
[Starting test suite run @ 2013:07:29:13:58:47]
[Running 1 test case]
[Using skip list file: '/home/biagas2/Branches/trunk/test/skip.json']
[Using 1 test process]
[Launching: rendering/scalable.py]
Running: cli -exec-timeout 600 -idle-timeout 600 -numrestarts 0 -timing -noconfig -geometry 300x300+32+32 -dv -nowin -s /home/biagas2/Branches/trunk/test/visit_test_main.py --params=/home/biagas2/Branches/trunk/test/_run/_rendering_scalable/params.json
Running: viewer -noint -exec-timeout 600 -idle-timeout 600 -numrestarts 0 -timing -noconfig -geometry 300x300+32+32 --params=/home/biagas2/Branches/trunk/test/_run/_rendering_scalable/params.json -dv -nowin -host 127.0.0.1 -port 5600
viewer avtGLEWInitializer::initialize use_mesa = 1
Running: engine_ser -exec-timeout 600 -idle-timeout 600 -timing --params=/home/biagas2/Branches/trunk/test/_run/_rendering_scalable/params.json -dv -host 127.0.0.1 -port 5600

 - - - - - - - - - - - - - - -
  START:  Test script scalable.py


VisIt: Message - Closed the compute engine on host beetlehunter.
Development version of engine_par does not exist.
Note that a serial engine may still work.
<Limit killed> /home/biagas2/Branches/trunk/test/tests/rendering/scalable.py
! ERROR: Missing Exit() when running test file: rendering/scalable.py
[Test suite run complete @ 2013:07:29:14:09:49 (wall time = 663.0)]
!! Test suite run finished with 1 error.
[Cleanup: Waiting for delayed writes]
[Cleanup: Removing _run directory]

+++++++++++++++++++++++

After the process is killed, I have runaway viewer and frontendlauncher processes.

From reading the comments in the test, it is assumed that if the OpenComputeEngine fails to launch a parallel engine, then a serial engine will launch with the call to OpenDatabase, so the test can finish processing.  Obviously not the case here in the absence of engine_par altogether."
2286,Resolved,VisIt,Bug,Normal,Plot of .pvti data  incorrect.,Kathleen Biagas,"",2.13.0,Kathleen Biagas,05/28/2015,"",100,2.0,05/28/2015 12:34 pm,09/14/2017 04:55 pm,3 - Occasional,4 - Crash / Wrong Results,2.9.0,"","",All,Any,"I am trying to use visit to visualize a pvti file that works correctly in Paraview.
The vti files display correctly, but when I open the ptvi file, the output of the pseudocolor is not correct.
I attached an example. Any idea what the problem could be?

Thank you for your help,
Michele

I've attached Michele's sample data.

If you plot a PC plot of 'beta' you can see the irregularities."
2411,Resolved,VisIt,Feature,Normal,Add XML flavor of VTK to export_db test,Kathleen Biagas,"",2.13.0,Kathleen Biagas,10/07/2015,"",100,"",10/07/2015 01:27 pm,02/17/2017 07:38 pm,"","",2.12.1,3 - Medium,3 - Occasional,All,Any,"The XML option for exporting to VTK currently isn't tested, it should be."
2514,Rejected,VisIt,Bug,Normal,Gui weirdness/inoperable with QT 5 when VisIt run from mxterm,Kathleen Biagas,"",2.13.0,Kathleen Biagas,01/22/2016,"",0,"",01/22/2016 05:04 pm,09/19/2017 06:27 pm,3 - Occasional,3 - Major Irritation,trunk,"","",All,Any,"Gui misbehaves when VisIt is run through an mxterm and QT 5 is enabled.

Some pulldown menus will display garbage, a lot of XcbConnection error message will be displayed to terminal window."
2801,Resolved,VisIt,Feature,Normal,Does our ANSYS reader need an update?,Mark Miller,"",2.13.0,Kathleen Biagas,04/06/2017,"",0,4.0,04/06/2017 02:26 pm,04/13/2017 08:55 pm,"","",2.12.1,3 - Medium,3 - Occasional,All,Any,"We had a customer email the users list with the attached file that VisIt cannot read parse correctly.
It is supposed to be compatible with ANSYS ADPL.

I stepped through with the debugger on windows, looking at how the ansys reader parses the nblock lines and first line of coordinate values:

nblock,3
(1i9,3e21.13e3)
        1 9.1666666666667E+003 9.1666666666667E+003 9.1666666666667E+003

Either the reader isn't parsing the values correctly, or there is something wrong with the data file.

I could not find a file-format specification online to verify if the problem is with the data or the reader.

(BTW< reading on Linux yields same results)"
2865,Resolved,VisIt,Bug,Normal,Scatter plot wizard no longer populates variable menus,Mark Miller,"",2.13.0,Kathleen Biagas,07/13/2017,"",100,"",07/13/2017 12:49 pm,09/07/2017 03:28 pm,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,"The variable selection buttons in the wizard do not have the variable menu populated.
This is newly introduced in 2.12.3.

This may be related to the bug reported on the user list, though the description of the problem is different than I described.

https://elist.ornl.gov/pipermail/visit-users/2017-July/020335.html"
2867,Resolved,VisIt,Bug,Normal,"visit.exe -np 2 launches serial engine, causes hang",Kathleen Biagas,"",2.13.0,Kathleen Biagas,07/14/2017,"",100,4.0,07/14/2017 01:44 am,09/14/2017 12:03 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",Windows,Any,"This is on trunk. 2.12RC behaves as expected.

The launcher args appear to be passed correctly along, but when it comes time to actually launch, engine_ser is launched, immediately exits, and the viewer hangs, gui never finishes launching."
2890,Resolved,VisIt,Bug,Normal,Interaction modes not displaying rubber band lines with Qt5,Kathleen Biagas,"",2.13.0,Kathleen Biagas,08/15/2017,"",100,1.0,08/15/2017 08:27 pm,08/22/2017 08:07 pm,3 - Occasional,3 - Major Irritation,trunk,"","",All,Any,"Zoom mode -- rubber band isn't shown
Lineout   -- interaction line isn't drawn (the 'visual cue' line is shown after lineout completes)

Eric reported this first.

I've observed it on Linux, don't know about Mac.

Windows works as expected.

"
2893,Resolved,VisIt,Bug,Normal,"QXcbEventReader segv's on VisIt exit, creates core file (Qt 5)",Kathleen Biagas,"",2.13.0,Kathleen Biagas,08/22/2017,"",100,"",08/22/2017 04:34 pm,08/23/2017 05:08 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"I noticed this on Surface.
It doesn't happen on my local linux box (running rhel6).
The core file generated is named like so: surface86-QXcbEventReader-18721.core

I thought I found a fix while I was working on the vtk-7 port, and even committed a change there, but realized the change was wrong.
Here's the tail end of the viewer log file:

<pre>
Handling CloseRPC RPC.
Starting to close the viewer.
Closing metadata server on localhost.
Executing quit RPC
         quit='1'
Xfer::Update: Sending: opcode=0, name=QuitRPC
Closing compute engine on host surface86.llnl.gov.
Executing quit RPC
         quit='1'
Xfer::Update: Sending: opcode=0, name=QuitRPC
Xfer::Update: Sending: opcode=9, name=ClientMethod
signalhandler_core: SIGSEGV!
</pre>
                                        "
2894,Resolved,VisIt,Feature,Normal,Ensure PySide 2 is up-to-date,Kathleen Biagas,"",2.13.0,Kathleen Biagas,08/22/2017,"",100,"",08/22/2017 07:44 pm,09/05/2017 07:46 pm,"","",trunk,3 - Medium,3 - Occasional,All,Any,"I we are enforcing Qt 5 for 2.13.0, then we should ensure we use the correct (and up-to-date) version of PySide 2 for the Qt version."
2902,Resolved,VisIt,Bug,Normal,build_visit --all-io and --dbio-only errors.,Kathleen Biagas,"",2.13.0,Kathleen Biagas,08/29/2017,"",100,0.5,08/29/2017 08:51 pm,08/30/2017 12:27 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",All,Any,"if you use --all-io or --dbio-only with build_visit you will get dependency not-enabled errors

nektarpp -- depends on zlib and boost, but those aren't enabled with --all-io

vtk -- depends on qt, but that isn't enable with --dbio-only

this type of cleanup may be related to the 'sanitize defaults' portion of #1804."
2911,Resolved,VisIt,Bug,Normal,Print Window disabled for QT 5,Kevin Griffin,"",2.13.0,Kathleen Biagas,09/11/2017,"",100,"",09/11/2017 08:46 pm,09/19/2017 10:18 pm,3 - Occasional,3 - Major Irritation,2.12.3,"","",All,Any,"QvisGUIApplication::PrintWindow is ifdef'd out for Qt 5.

I tested on Windows and Linux:
the method will compile on both with the version check ifdef removed.
On Linux, a print dialog box will open, but the only option is print-to-pdf. It doesn't recognize my printers (Qt 4 version does).
On Windows, no print dialog box at all.
"
2917,Resolved,VisIt,Bug,Normal,Using transparency with SR mode crashes parallel engine on Windows,Kathleen Biagas,"",2.13.0,Kathleen Biagas,09/18/2017,"",100,4.0,09/18/2017 04:32 pm,09/18/2017 10:25 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",Windows,Any,"Open any data file with parallel engine. Set SR mode to always.
Create Pseudocolor plot, draw. Change opacity mode to constant, and set it semi-opaque. Apply
Engine will crash, and message pops up:

Scalable Render Request Failed (VisItException)
viewer.exe: Obtained null data reader for rendered image for

This was reported to our users list by Migle Surblyte."
2922,Resolved,VisIt,Bug,Normal,VisIt hangs if started with -np and mpiexec doesn't exist.,Kathleen Biagas,"",2.13.0,Kathleen Biagas,09/29/2017,"",100,2.0,09/29/2017 02:50 pm,09/29/2017 09:52 pm,3 - Occasional,2 - Minor Irritation,2.12.3,"","",Windows,Any,"If you run visit on Windows with -np 2 (eg from command line), but mpiexec doesn't exist at expected locations, visit will hang."
2814,Resolved,VisIt,Bug,Normal,duplidate path error reading numpy binary array on windows,Kathleen Biagas,"",2.12.3,Kathleen Biagas,05/03/2017,"",100,1.0,05/03/2017 12:17 pm,05/03/2017 02:48 pm,3 - Occasional,3 - Major Irritation,2.12.1,"","",Windows,Any,"From the email report:

Under windows 8 - tested with version 2.8.2 and 2.12

While opening a file (in this case a numpy binary array) processes without issue - 
any attempt to plot the data (pseudocolor, volume, etc) results in an error - that includes a duplicate path for the input file:

""viewer.exe: There was an error opening C:\Program Files\LLNL\VisIt 2.8.2\C:\Program Files\LLNL\VisIt 2.8.2\Kfieldnp_2.npy. It may be an invalid file""

However, the Mesh can be plotted without error.

This appears to work fine on a Mac, so assuming it's OS specific.
"
2723,Resolved,VisIt,Bug,Normal,xmledit cannot open existing .xml files when built with QT 5.,Kathleen Biagas,"",2.12.1,Kathleen Biagas,11/30/2016,"",100,1.0,11/30/2016 09:36 pm,11/30/2016 10:08 pm,3 - Occasional,3 - Major Irritation,trunk,"","",All,Any,"I tried using xmledit on an existing xml file the MeshPlot plugin.
This is on trunk built with Qt 5.

Added print statements to our XMLDocument::open method, and the failure appears to be during parsing:
        bool success = reader.parse(source);

but the error message printed to the screen is:
ERROR: Couldn't find file /home/biagas2/Branches/trunk/src/plots/Mesh/

I can create a new file, edit settings and save, and then reopen that new file.

Seems to be related to the 'codefile' attribute, changing it to 'codeFile' seems to work.
So, xml and xmledit files need to be updated for the case change.
Then all plugin .xml files need to be updated as well.

I tried on 2.12RC (built with Qt 4) and xmledit works as expected there."
2492,Resolved,VisIt,Bug,Normal,Appearance window needs updating for QT 5,Kathleen Biagas,"",2.11.0,Kathleen Biagas,12/29/2015,"",100,"",12/29/2015 08:06 pm,06/28/2016 03:38 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"I used build_visit to build qt 5, then compiled visit with qt 5 enabled.
In the Options->Appearance window, if I uncheck 'Use default system appearance' and apply, the gui style changes.
However, subsequent changes to GUI style option has no effect, so I'm not certain what style 'default system' is using, and what style is used when that is turned off.

From this blog: http://blog.qt.io/blog/2012/10/30/cleaning-up-styles-in-qt5-and-adding-fusion/
looks like  Motif, CDE, Cleanlooks and Plastique styles have been removed, and something called Fusion is in place.

I checked QStyleFactory::keys() for available styles:
for my linux machine:   Windows, GTK+, Fusion
for my windows machine: Windows, WindowsXP, WindowsVista, Fusion.
Don't have a mac for testing.

Preliminary list of files that should be updated:
/gui/QvisAppearanceWindow.C
/winutil/Appearance.C
/common/state/AppearanceAttributes.[xml, code], then regenerate.


"
2495,Resolved,VisIt,Bug,Normal,Initial gui window size needs tweaking with QT 5,Kathleen Biagas,"",2.11.0,Kathleen Biagas,01/05/2016,"",100,2.0,01/05/2016 11:43 am,06/28/2016 03:38 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"When VisIt is built with QT 5, initial gui window size is smaller, doesn't fill the height of the screen.
Same with viewer window."
2532,Resolved,VisIt,Bug,Low,'thr0' added to debug log names when threading not enabled,Kathleen Biagas,"",2.11.0,Kathleen Biagas,02/18/2016,"",100,0.25,02/18/2016 11:23 am,06/28/2016 03:38 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"Maybe just a nit on my part, but why do the debug log file names have 'thr0' added to them when VISIT_THREAD is not enabled?
Can / should it be changed?"
2628,Resolved,VisIt,Feature,Normal,Proposed update to how we use QSpinBox with plots/operators.,Kathleen Biagas,"",2.11.0,Kathleen Biagas,06/07/2016,"",100,4.0,06/07/2016 05:31 pm,06/28/2016 03:39 pm,"","","",3 - Medium,3 - Occasional,All,Any,"The QSpinBox signal we generally observe  is 'valueChanged'.  This signal is emitted with every click of the up/down arrows,  and for every digit typed starting at the # of signficant digits set with minimum.  Eg if minimum is 100, then 'valueChanged' will be emitted as soon as the 3rd digit is typed, and then for every digit typed thereafter.

When we observe this signal and update a plot or operator's attributes, then we are going through the atts->Notify/UpdateWindow process more frequently than we should.

I suggest one simple change:
Turn off keyboard tracking for all QSpinBox instances (myspinbox->setKeyboardTracking(false)).  For typed input, this means the 'valueChanged' signal would not be emitted until return is pressed or the spinbox loses focus.

This helps for the case of typing input into a QSpinBox.  It doesn't help with the up/down arrows, and I'm not sure if this aspect should be addressed as well."
2641,Resolved,VisIt,Bug,Normal,QWT added to BGQ config-site when build_visit_BGQ is run,Kathleen Biagas,"",2.11.0,Kathleen Biagas,07/07/2016,"",100,"",07/07/2016 02:34 pm,07/08/2016 03:25 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,I just ran build_visit_BGQ (from 2.11RC) and QWT was added to the created config-site files even though it wasn't requested or built.
2675,Resolved,VisIt,Bug,High,Configuration failure if UINTAH not available.,"","",2.11.0,Kathleen Biagas,09/06/2016,"",0,"",09/06/2016 02:20 pm,09/06/2016 03:01 pm,4 - Common,4 - Crash / Wrong Results,trunk,"","",All,Any,"I don't have the uintah lib built on my system, nor do I have VISIT_UINTAH_DIR specified in my config-site file.
CMake configuration of VisIt fails with:

CMake Error at CMake/FindUintah.cmake:108 (IF):
  if given arguments:

    ""VERSION_LESS"" ""1.7.0""

  Unknown arguments specified
Call Stack (most recent call first):
  CMakeLists.txt:1439 (INCLUDE)

I specified this as a trunk issued, but it is on 2.11RC and should be fixed before the release.
"
1303,Resolved,VisIt,Bug,High,Problems opening binary EnsightGold files,Kathleen Biagas,"",2.10.3,Kathleen Biagas,01/11/2013,"",100,2.0,01/11/2013 05:33 pm,04/26/2016 01:34 pm,3 - Occasional,4 - Crash / Wrong Results,2.6.0,"","",All,Any,"Rich Cook provided data.

Couple of issues, the main .case file uses **** wildcards to specify geometry files.
VisIt tries do determine the *first* geometry file it should open by substituting 0's for the *, except for the last, where a 1 is substituted.
In Rich's case the 0001 geometry file did not exist, so our EnSight reader claimed the case file could not be read. (We should add more explicit debug logging messages here)

I tried opening one of the provided case files that did not use wildcards, but instead specified the geometry file explicitly.
VisIt hung during an mdserver call to vtkEnSightGoldBinaryReader::Update in avtEnSightGoldReader::GetTimes.  The size of the geometry file in question is 10g.  
"
2392,Resolved,VisIt,Bug,Normal,"volume plot 'samples per ray', difficult to enter text",Kathleen Biagas,"",2.10.3,Kathleen Biagas,09/24/2015,"",100,"",09/24/2015 07:28 pm,06/08/2016 01:31 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"If Ray Casting is the sample method, there is a 'samples per ray' control.
Can't seem to type more than 1 digit in the text field at a time.
It seems like the widget loses focus.  If I place the mouse back in the text edit, I can type another digit.  The up/down controls seem to work fine, the values jump by 50.

Have only tested the trunk."
2519,Rejected,VisIt,Bug,Normal,VTK reader doesn't support time-grouped multi-block data with varying number of blocks.,Kathleen Biagas,"",2.10.3,Kathleen Biagas,01/27/2016,"",0,"",01/27/2016 05:16 pm,05/31/2016 06:32 pm,3 - Occasional,4 - Crash / Wrong Results,2.10.0,"","",All,Any,"Greg Burton has a time series of .pvtu files.
They were grouped either via a .visit file or via the gui's automatic grouping mechanism.

Later time states have more blocks than time state 0, but visit never reads them in on time-state change.
"
2591,Resolved,VisIt,Bug,Normal,automagically creating VERTEX cells for Point mesh fails if plot is Mesh,Kathleen Biagas,"",2.10.3,Kathleen Biagas,04/11/2016,"",100,0.25,04/11/2016 12:43 pm,04/12/2016 08:17 pm,2 - Rare,3 - Major Irritation,2.10.0,"","",All,Any,"Jeremy provided a 3-points unstructured grid vtk (.vtu) file.
No cells were defined, though the file did contain point data.
VisIt was able to create Pseudocolor plot fine, but not Mesh plot.

This is due to logic in avtTransformManager::AddVertexCellsToPointsOnlyDataset that considers the method a no-op if the dataset has no Cell or Point Data associated with it. We don't generally serve up point or cell data with Mesh plots.
"
2601,Resolved,VisIt,Bug,Normal,Creating ColorTable with transparencies causes PC plot to go blank,Kathleen Biagas,"",2.10.3,Kathleen Biagas,04/12/2016,"",100,2.0,04/12/2016 07:14 pm,04/14/2016 06:32 pm,3 - Occasional,3 - Major Irritation,2.10.0,"","",All,Any,"Open globe, create Pseudocolor Plot
Change plot atts to get its opacity from color table. (color table name should be 'hot') Apply.
Open Color Table Window,
'hot' should be the active color table.
Change the name, click 'New'
Change a few colors to have transparency, click apply.
The PC plot will go blank.
Can only getit back by hiding then showing the plot.

Adding or changing this color table should not have any effect on the PC plot since the PC plot isn't utilizing this color table.
"
