#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
2461,Resolved,VisIt,Bug,Normal,.visit file generated on windows does not work on Linux,"","",2.10.1,Jim Eliot,11/18/2015,"",100,"",11/18/2015 05:42 am,12/03/2015 02:13 pm,3 - Occasional,3 - Major Irritation,2.10.0,"","",Linux,Any,".visit files that were generated on Windows (i.e. that contain CR, \r newline characters) fail to open in VisIt on Linux. An error message is printed in the Information window that says ""This database cannot handle more than 0 files"".

This bug is very easy to reproduce on Linux - just run unix2dos on a .visit file and then try opening it.

It appears that a change in behavior was introduced between VisIt versions 2.7.3 and 2.8.0 and persists until the current version.

I have tracked down the source of the bug to avtDatabase::GetFileListFromTextFile in src/avt/Database/Database/avtDatabase.C and I have a fix that works on Linux. I will commit it to the repository."
1724,Resolved,VisIt,Bug,Normal,Adding an Arrowhead to a 2D Annotation line makes the line disappear,Kathleen Biagas,"",2.10,Matthew Wheeler,01/31/2014,"",0,100.0,01/31/2014 07:19 am,07/01/2015 12:24 pm,3 - Occasional,2 - Minor Irritation,2.7.0,"","",All,Any,"Starting with VisIt 2.7.0 - you can draw an annotation line on a Plot but as soon as you add a Begin or End Arrow the line disappears.

The feature seems to work in 2.6.3 and earlier. It seems to fail in 2.7.1 and 2.8.
"
2281,Resolved,VisIt,Feature,Normal,Please update bundled HDF5 to at least 1.8.11,Mark Miller,"",2.10,Lucas Vella,05/25/2015,"",0,"",05/25/2015 06:11 pm,09/01/2015 06:14 pm,"","","",3 - Medium,3 - Occasional,All,Any,"I am using a functionality introduced in HDF 1.8.11 for compressing my datasets with an externally loaded filter. The HDF5 Dynamically Loaded Filters is described here: https://www.hdfgroup.org/HDF5/doc/Advanced/DynamicallyLoadedFilters/HDF5DynamicallyLoadedFilters.pdf

Can you please update the version of HDF5 distributed alongside Visit in the binary bundles for Linux, so external filters will be available?"
2245,Resolved,VisIt,Bug,Normal,build_visit_BGQ,Kathleen Biagas,"",2.9.2,Jens Henrik Goebbert,04/27/2015,"",100,0.5,04/27/2015 09:44 am,05/07/2015 01:13 pm,4 - Common,2 - Minor Irritation,2.9.0,"","",All,Any,"Hi,

we build VisIt for JUQUEEN lately and had to fix the following small issue:

in builds_static_BGQ/src/databases/CMakeLists.txt
<                     LIST(FIND TMP_THIRDPARTY_IO_LIB ""${${dep_lib_dir}}"" findVar)
---
>                     LIST(FIND TMP_THIRDPARTY_IO_LIB ${${dep_lib_dir}} findVar)
"
2249,Resolved,VisIt,Bug,Normal,define F77_ID for BlueGene/Q in VisItFortran.h,Brad Whitlock,"",2.9.2,Jens Henrik Goebbert,04/30/2015,"",100,"",04/30/2015 11:43 am,05/20/2015 01:16 pm,2 - Rare,4 - Crash / Wrong Results,2.8.2,"","",All,Any,"Hi,

VisItFortran.h defines the macro F77_ID for name mangling in libsimV2

On BlueGene/Q this macro results in functions with an additional underscore at the function name.
This behavior is correct for gfortran, but not for applications compiled with the default IBM xlf compiler,
which does not expect underscores.

I would suggest to have no underscores for BlueGene/Q as default.

  6 /* F77_ID - attempt a uniform naming of FORTRAN 77 functions which
  7  *        - gets around loader naming conventions
  8  *        -
  9  *        - F77_ID(foo_, foo, FOO)(x, y, z)
 10  */
 11 #ifndef F77_ID
 12 #ifdef _INT_MAX_46              /* UNICOS */
 13 #define F77_ID(x_, x, X)  X
 14 #endif
 15 #ifdef _H_LIMITS                /* AIX */
 16 #define F77_ID(x_, x, X)  x
 17 #endif
 18 #ifdef _INCLUDE_HPUX_SOURCE     /* HPUX */
 19 #define F77_ID(x_, x, X)  x
 20 #endif
 21 #ifdef VISIT_BLUE_GENE_Q        /* BlueGene/Q */
 22 #define F77_ID(x_, x, X)  x
 23 #endif
 24 #ifndef F77_ID
 25 #define F77_ID(x_, x, X)  x_
 26 #endif
 27 #endif
"
2253,Resolved,VisIt,Bug,Normal,Index Select operator's Wrap option problem in parallel mode,Kathleen Biagas,"",2.9.2,Amit Chourasia,05/06/2015,"",100,"",05/06/2015 03:50 pm,06/09/2015 09:43 pm,3 - Occasional,4 - Crash / Wrong Results,2.8.1,"","",All,Any,"I am having a problem with Index Select operator’s wrap option. It works on desktop(serial mode) but fails on cluster (stampede) (parallel mode) 
 
See left images without wrap option works fine on both desktop and cluster, but the right images one with wrap option shows artifacts on cluster only
http://users.sdsc.edu/~amit/forums/index_operator_wrap.png
 
Here is the data and session file to reproduce the issue (cannot upload here as it is 7mb)
http://users.sdsc.edu/~amit/forums/index-select-operator.zip

Here is the debug log from stampede 
http://users.sdsc.edu/~amit/forums/log_index_operator_wrap.tar.gz
 
Background: I am transforming a rectilinear grid to spherical, then use index operator to wrap on one axis. "
2283,Resolved,VisIt,Bug,Normal,Incorrect cell coordinates in label plot of mesh with varying chunk dimensions,Kathleen Biagas,"",2.9.2,Jim Eliot,05/26/2015,"",100,2.0,05/26/2015 04:40 am,06/03/2015 03:09 pm,3 - Occasional,4 - Crash / Wrong Results,2.9.0,"","",All,Any,"When a label plot is created for a mesh with chunk dimensions that vary between chunks, it appears that the cell coordinates are generated using the width of the first chunk encountered. For subsequent chunks, if the chunk dimensions differ to those of the first chunk, the generated cell coordinates are incorrect.

Attached is a plot where chunk 0 is 7 cells wide and chunk 1 is 6 cells wide. In the second chunk, the first column of the second row is incorrectly labelled 6,0 where it should actually be 0,1. If chunk 0 is excluded using a SIL restriction, the labelling in chunk 1 is correct but the labelling in chunk 2 is still wrong.

I have attached a very-simple multi-chunk vtk file that can be used to show the issue.

This behavior was spotted in version 2.9.0 but was also found in versions 2.7.2 and 2.5.2 (and presumably others)."
2057,Resolved,VisIt,Bug,Normal,VTU reader no longer tolerates duplicated vertices,Kathleen Biagas,"",2.9,Wolfgang Bangerth,11/10/2014,"",0,"",11/10/2014 05:35 pm,12/22/2014 03:24 pm,3 - Occasional,4 - Crash / Wrong Results,2.8.0,"","",All,Any,"In the deal.II library (http://www.dealii.org), we frequently output data fields of which some are continuous and some are not. We do this by duplicating every vertex as many times as there are adjacent cells and simply outputting everything as if they were discontinuous fields. This used to work with the VTU reader up to VisIt 2.7.x but is apparently broken in 2.8.x. For example, the attached file simply consists of four squares with values 0...3 but it leads to the following error upon displaying the ""solution"" variable:

  The compute engine running on host down.math.tamu.edu issued the following warning: In domain 0, your nodal variable ""solution"" has 16 values, but it should have 9.  Some values were removed to ensure VisIt runs smoothly.

Not surprisingly, the output after removing nodal values is wrong as can be seen by comparing with the output produced by 2.7.x. Curiously, the same problem does not seem to happen with the corresponding VTK file (also attached).

Severity: Affects those among the several hundred deal.II users that use VisIt (~50%).


Possibly related (but with other data format readers):
- https://elist.ornl.gov/pipermail/visit-users/2014-February/015528.html
- http://visitbugs.ornl.gov/issues/1931"
2084,Resolved,VisIt,Bug,Normal,2.8.2: :qblem due to error in build_visit2_8_2 installation script,Kevin Griffin,"",2.9,Samuel Fux,12/09/2014,"",100,1.0,12/09/2014 08:54 am,03/11/2015 03:19 pm,3 - Occasional,2 - Minor Irritation,2.8.2,"","",All,Any,"gcc -m64 -fPIC  -O2  -I.. -o cgnslist cgnslist.o getargs.o ../lib/libcgns.so /cluster/apps/visit/2.8.2/installation_directory/visit2.8.2/src/visit/hdf5/1.8.7/linux-x86_64_gcc-4.8/lib/libhdf5.so /cluster/apps/visit/2.8.2/installation_directory/visit2.8.2/src/visit/szip/2.1/linux-x86_64_gcc-4.8   -lm
*/cluster/apps/visit/2.8.2/installation_directory/visit2.8.2/src/visit/szip/2.1/linux-x86_64_gcc-4.8: file not recognized: Is a directory*
collect2: error: ld returned 1 exit status
make[1]: *** [cgnslist] Error 1

Caused by lines 5981/5982 in build_visit2_8_2:

5981:        if [[ ""$DO_SZIP"" == ""yes"" ]] ; then
5982:            H5ARGS=""$H5ARGS *--with-szip=$VISITDIR/szip/$SZIP_VERSION/$VISITARCH*""

The --with-szip option of the CGNS configure script requires the path to the szip library itself and not to the directory:

[sfux@euler01 src]$ pwd
/cluster/apps/visit/2.8.2/installation_directory/visit2.8.2/src
[sfux@euler01 src]$ cd cgnslib_3.2.1/src
[sfux@euler01 src]$ ./configure --help | grep szip
  --with-szip*[=LIB]*       use szip with HDF5 [default=no]


"
2128,Resolved,VisIt,Bug,Normal,Contour plot inverted color table not read and saved in session file and Contour properties settings,Brad Whitlock,"",2.9,Amit Chourasia,02/05/2015,"",100,"",02/05/2015 12:23 pm,02/05/2015 01:57 pm,4 - Common,2 - Minor Irritation,2.8.1,"","",All,Any,"The color table setting for contour plot with inverted color table is not being read and saved in session file or even with properties save option.
Even if I add the invert option manually in the .session file or .xml file and reload in visit, invert option is ignored.

I tried this in VisIt 2.8.1, 2.71., 2.5.2, another user confirmed this problem with 2.9.0 Beta

Steps to reproduce
1) Open noise.silo
2) Add contour plot to any variable
3) Open Contour plot setting, check invert Color table option.
4) Save Session
5) Now Restore this session, the invert option is not there. Confirms invert option was not written 

6) Hack the session file and add the following below the Color Table option
<Field name=""invertColorTable"" type=""bool"">true</Field>
7) Restore again from session, the invert option is still not there. Confirms invert option is ignored 

You could do the same with saving contour properties and XML. The invert option gets ignored, even if you add that by hand. 
The read parser and write factory are ignoring invert property 

Here is the mailist link https://elist.ornl.gov/pipermail/visit-users/2015-February/016979.html"
2008,Resolved,VisIt,Bug,Normal,Preferences menu crashes VisIt,Brad Whitlock,"",2.8.1,klo uo,09/30/2014,"",0,"",09/30/2014 06:08 pm,10/08/2014 04:21 pm,3 - Occasional,2 - Minor Irritation,2.8.0,"","",Windows,Any,"VisIt 2.8.0 on Windows 7 32 bit

If I select Menu > Options > Preferences VisIt reproducibly crashes"
1918,Resolved,VisIt,Bug,Normal,visual studio 9 build issue ,Mark Miller,"",2.8,Burlen Loring,07/22/2014,"",0,"",07/22/2014 05:44 pm,08/26/2014 04:28 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"On windows Visual Studio 9, with MSVC id'd by cmake as MSVC 15.0.30729.1 the build errors out in PVLD database due to use of unsupported C++11 features. for example.

databases\PVLD\pvldReader.C(243) : error C2039: 'data' : is not a member of 'std::vector<_Ty>'

instead of std::vector::data() take the address of zero'th element. "
1926,Resolved,VisIt,Bug,Normal,Bug in Default Molecule Plot,Kathleen Biagas,"",2.8,Tony Saad,07/26/2014,"",0,"",07/26/2014 08:04 pm,08/26/2014 04:24 pm,3 - Occasional,2 - Minor Irritation,2.7.3,"","",All,Any,"There is a bug in the Molecule plot in Visit.
create a molecule plot
open up the Molecule plot attributes.
To set the size of molecules based on a scalar variable: for ""Radius based on"" choose ""Scalar variable""
The variable for atom radius​ will now be enabled and will be set to ""Default"". This causes visit to throw an error.
However, this should be ""default"" (lower case).
"
1938,Resolved,VisIt,Bug,High,Precision of threshold operator ranges is forced to single,Brad Whitlock,"",2.8,Trevor Anderson,08/04/2014,"",100,"",08/04/2014 03:07 pm,08/18/2014 04:19 pm,5 - Always,4 - Crash / Wrong Results,2.7.3,"","",All,DOD,"When thresholding on values with a large precision, the input ranges appear to be rounded to single precision. The result is that the plot does not show all of the requested elements."
1973,Resolved,VisIt,Bug,High,build_visit2_8_0 script has wrong SVN_THIRDPARTY_PATH,Eric Brugger,"",2.8,Jens Henrik Goebbert,09/04/2014,"",100,2.0,09/04/2014 04:30 am,09/10/2014 10:43 am,3 - Occasional,3 - Major Irritation,trunk,"","",All,Any,"export SVN_THIRDPARTY_PATH=${SVN_THIRDPARTY_PATH-""tags/2.8.0/src/third_party""}
should be
export SVN_THIRDPARTY_PATH=${SVN_THIRDPARTY_PATH-""tags/2.8.0/third_party""}"
