#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
1248,Resolved,VisIt,Feature,Normal,add support for polydata to carto graphic projection operator,Cyrus Harrison,"",2.6.1,Cyrus Harrison,11/21/2012,"",0,"",11/21/2012 04:44 pm,01/09/2013 01:53 pm,"","","",3 - Medium,3 - Occasional,All,Any,From Jean Farve
1266,Resolved,VisIt,Feature,Normal,Feedback Windows MPI changes in FindMPI.cmake to kitware?,Kathleen Biagas,"",2.6.1,Cyrus Harrison,12/05/2012,"",0,"",12/05/2012 11:58 am,12/17/2012 06:58 pm,"","","",2 - Low,4 - Common,All,Any,May be helpful so we don't stay out of sync with their MPI detection logic for other platforms. 
1268,Resolved,VisIt,Bug,Normal,"2.6.0 on Windows, error with python expression that previously ran",Kathleen Biagas,"",2.6.1,Cyrus Harrison,12/05/2012,"",0,"",12/05/2012 06:19 pm,12/06/2012 07:51 pm,3 - Occasional,2 - Minor Irritation,2.6.0,"","",All,Any,"First guess: check the vtk libs and vtk python libs in the Windows 2.6.0 binary dist.

Here is the email conversion:

Hi Shaheen,
Sounds like we may have an issue with the Python Filter Environment on Windows with 2.6.0.

It may be that our vtk python env expects the vtkChartsPython lib to exist, but it wasn't part of the VisIt distribution.
 We will look into this error,

-Cyrus

On 12/05/12 14:14, Shaheen Tonse wrote:
> I had a fatal error while running a script containing a SimplePythonexpression, after installing Visit 2.6.0 this morning.
> The error is detailed below, appears that some module is missing. As a check I re-ran the same script with Visit 2.5.0 and it worked fine.
> This is on a HP desktop PC running Windows Vista Home Premium and using a precompiled 32 bit Visit executable.
> Shaheen Tonse.
>
>
>
> Pseudocolor: (ExpressionException)
>
> viewer.exe: The 'py' expression failed because avtPythonExpression::ProcessArguments Error - Failed to initialize the python filter environment.
>
> Python Environment Error:
>
> <class 'vtk.__helper.LinkError'>DLL load failed: The specified module could not be found.
>
> Traceback (most recent call last):
>
> File ""<string>"", line 1, in <module>
>
> File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__init__.py"", line 88, in <module>
>
> __helper.refine_import_err('charts', 'vtkChartsPython', exc)
>
> File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__helper.py"", line 32, in refine_import_err
>
> raise LinkError, str(exc)
>
> LinkError: DLL load failed: The specified module could not be found.
>
> Shortly thereafter, the following occured...
>
> Unable to export database: viewer.exe: The 'py' expression failed because avtPythonExpression::ProcessArguments Error - Failed to initialize the python filter environment.
>
> Python Environment Error:
>
> <class 'vtk.__helper.LinkError'>DLL load failed: The specified module could not be found.
>
> Traceback (most recent call last):
>
> File ""<string>"", line 1, in <module>
>
> File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__init__.py"", line 88, in <module>
>
> __helper.refine_import_err('charts', 'vtkChartsPython', exc)
>
> File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__helper.py"", line 32, in refine_import_err
>
> raise LinkError, str(exc)
>
> LinkError: DLL load failed: The specified module could not be found.
> -- 
> QotH:
> The typewriter was invented by Hungarian immigrant Qwert Yuiop,
> who left his ""signature"" on the keyboard.
> --
> VisIt Users Wiki: http://visitusers.org/
> Frequently Asked Questions for VisIt: http://visit.llnl.gov/FAQ.html
> To Unsubscribe: send a blank email to visit-users-unsubscribe@elist.ornl.gov
> More Options: https://elist.ornl.gov/mailman/listinfo/visit-users
"
1284,Resolved,VisIt,Bug,Normal,visit_utils encoding bugs,Cyrus Harrison,"",2.6.1,Cyrus Harrison,12/18/2012,"",0,"",12/18/2012 03:58 pm,12/18/2012 07:00 pm,3 - Occasional,2 - Minor Irritation,2.6.0,"","",All,Any,"-wmv msmpegv4 encoding does not support the mv4 flag (before, I passed it as 4mv and it was effectivly ignored)
-fdup only works for %04d patterns, expand to work with %0{X}d patterns"
1286,Resolved,VisIt,Bug,Normal,build_visit: hdf4 building when not requested,Harinarayan Krishnan,"",2.6.1,Cyrus Harrison,12/19/2012,"",0,"",12/19/2012 10:59 am,01/10/2013 11:03 am,2 - Rare,2 - Minor Irritation,2.6.0,"","",All,Any,"Matthieu Dorier reports that build_visit is trying to build hdf4 when the following options are given:

./build_visit2.6.0 --system-cmake --prefix=$HOME/vis --mesa --icet


I would expect this to build:

 python, qt, mesa, pyside, and ice-t with no third-party libs. 


Maybe this has something to do with a gui path he is taking?"
114,Resolved,VisIt,Feature,Normal,Visualization in double precision.,"","",2.6,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,10/18/2012 05:34 pm,"","","",4 - High,2 - Rare,All,DOE/ASC,"cq-id: VisIt00006556
cq-submitter: Hank Childs
cq-submit-date: 09/07/05

Mike Nemanic is unable to observe phenomena in his code because
we visualize in single precision.

I'm going to dummy up a Silo reader that reads in double
precision and then does a conversion so it is observable in single
precision.

But this is not a long term solution.

He says that he and Paul Nowak frequently run into this problem."
1030,Resolved,VisIt,Bug,Normal,Bug with material plot of polygonal mesh,Jeremy Meredith,"",2.6,Cyrus Harrison,04/19/2012,"",0,"",04/19/2012 12:27 pm,07/09/2012 04:58 pm,3 - Occasional,4 - Crash / Wrong Results,2.4.2,"","",All,DOE/ASC,"Reported by Jeff Grandy (data attached):

I plotted the MMATERIAL (filled boundary).
Please untar the file and open res_pghex1_3.silo
(which is a symbolic link).

Most of the zones are white (incorrect).
If I check ""Clean zones only"" I get the
correct plot.


"
1032,Resolved,VisIt,Feature,Normal,Host Profile & Launching Enhancements,Brad Whitlock,"",2.6,Cyrus Harrison,04/24/2012,"",100,"",04/24/2012 11:30 pm,09/11/2012 02:04 pm,"","","",3 - Medium,3 - Occasional,All,Any,"-revisit tabs in host profile window
-allow custom launch scripts to be entered into the host profile window
-transition internal launcher to python w/ ability to import user scripts"
1080,Resolved,VisIt,Feature,Normal,migrate test suite (runtest) to python,Cyrus Harrison,"",2.6,Cyrus Harrison,05/23/2012,"",0,"",05/23/2012 01:51 pm,11/06/2012 04:20 pm,"","","",4 - High,4 - Common,All,Any,"To enable testing on windows.
"
1159,Resolved,VisIt,Feature,Normal,Add JSON support to MapNode,Cyrus Harrison,"",2.6,Cyrus Harrison,08/08/2012,"",0,"",08/08/2012 03:55 pm,09/25/2012 07:06 pm,"","","",4 - High,4 - Common,All,Any,"MapNodes serialize to/fro XML, but JSON would be useful for things in the web ecosystem. 

"
1183,Resolved,VisIt,Bug,Normal,remove unnecessary env print from visitmodule,Cyrus Harrison,"",2.6,Cyrus Harrison,08/28/2012,"",0,"",08/28/2012 05:36 pm,08/29/2012 03:53 pm,3 - Occasional,3 - Major Irritation,trunk,"","",All,Any,"Cyrus, With the latest version of Visit I'm getting a bunch of ENV settings
displayed. Not sure how to turn it off and I was not getting this in earlier 
versions. Here is an example simple Python script that generates the output. 
^^^^^^
import os, sys, re, bisect, math
sys.path.append(""/usr/gapps/visit/2.5.2/linux-x86_64/lib/site-packages"")
import visit
visit.AddArgument(""-v 2.5.2"")
visit.Launch()
visit.ShowAllWindows()
sys.exit(1)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
OUTPUT
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Using visitmodule: /usr/gapps/visit/2.5.2/linux-x86_64/lib/site-packages/visit/visitmodule.so
(tons of env vars are printed)

"
1186,Resolved,VisIt,Bug,Normal,visit-vtk 5.8 build issue on 10.8,Cyrus Harrison,"",2.6,Cyrus Harrison,08/30/2012,"",0,"",08/30/2012 01:06 am,10/11/2012 02:03 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",OSX,Any,"Rendering/vtkGraphicsFactory.cxx, we need to guard the include of vtkXMesaRenderWindow.h as follows:

#if defined(VTK_USE_MANGLED_MESA) && defined(VTK_USE_X) 
#include ""vtkXMesaRenderWindow.h""
#endif

Currently: 
We don't build vtkXMesaRenderWindow.C b/c VTK_USE_X isn't defined, but we still end up including the header in vtkGraphicsFactory.cxx

This looks for X11 headers which fails on OSX 10.8 b/c 10.8 uses XQuartz and has different paths for X11.

We shouldn't need to include it regardless. 

Also in vtkMesaRenderWindow.cxx, change 

#include ""vtkXMesaRenderWindow.h""
to 

#include ""vtkMesaRenderWindow.h""

To solve this we should create a patch for build_visit

"
1188,Resolved,VisIt,Bug,Normal,visit build issue on 10.8,Cyrus Harrison,"",2.6,Cyrus Harrison,08/30/2012,"",0,"",08/30/2012 11:07 pm,09/08/2012 06:43 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,on OSX  we unnecessarily build XDisplay  & a few places were include X11 headers we don't need. 
1190,Resolved,VisIt,Bug,Normal,osx 10.8 viewer widow has gfx artifacts on startup,Cyrus Harrison,"",2.6,Cyrus Harrison,09/01/2012,"",0,"",09/01/2012 01:06 pm,09/08/2012 06:43 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",OSX,Any,"need to do an initial clear - this is currently done on windows, so we just need to change the macro to include osx
(thanks to brad for the solution)

--- a/avt/QtVisWindow/VisWinRenderingWithWindow.C
+++ b/avt/QtVisWindow/VisWinRenderingWithWindow.C
@@ -138,9 +138,8 @@ VisWinRenderingWithWindow::RealizeRenderWindow(void)
     else
         renWin->show();
 // change this to include OSX, or maybe we always want to do this?
-#ifdef Q_WS_WIN 
     renWin->GetRenderWindow()->Render();
-#endif
+"
1197,Resolved,VisIt,Bug,Normal,OSX requires Mesa and X11,Cyrus Harrison,"",2.6,Cyrus Harrison,09/16/2012,"",0,"",09/16/2012 09:17 pm,12/17/2012 08:19 pm,3 - Occasional,3 - Major Irritation,2.5.2,"","",All,Any,"which doesn't exist on 10.8 ...

Not using mesa causes many build issues b/c of the lack of GLU (ShapeFile, libsim, etc)

Also, the offscreen cocoa path in VTK pops up a blank window (which should be offscreen...)"
1198,Resolved,VisIt,Bug,Normal,preseve old -s arg behaivor,Brad Whitlock,"",2.6,Cyrus Harrison,09/17/2012,"",100,"",09/17/2012 08:46 pm,09/21/2012 07:22 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,"","",All,Any,"some visit args are being passed in a new order:

Script:
args = Argv()
print args

scipio:flow Cyrus$ visit -nowin -cli -s test.py  build 

Running: cli -dv -s setup.py -nowin build
Running: viewer -dv -noint -nowin build -host 127.0.0.1 -port 5600
2012-09-17 17:44:14.882 viewer[6572:707] ApplePersistence=NO
('-nowin', 'build')

-nowin creeped in there, we should only see ""build"" via Argv()"
1201,Resolved,VisIt,Feature,Normal,build_visit: use Qt 4.8.3 for Visit 2.6,Cyrus Harrison,"",2.6,Cyrus Harrison,09/24/2012,"",0,"",09/24/2012 11:16 am,10/11/2012 02:05 pm,3 - Occasional,2 - Minor Irritation,2.5.2,3 - Medium,3 - Occasional,All,Any,"On OSX:
4.8.3 is the first version that supports 10.8

For PySide 1.1.1 update, Qt 4.8.x is expected.
"
1202,Resolved,VisIt,Feature,Normal,vtkGeoviz changes,Cyrus Harrison,"",2.6,Cyrus Harrison,09/24/2012,"",0,"",09/24/2012 11:55 am,09/25/2012 03:17 pm,"","","",4 - High,3 - Occasional,All,Any,"Add add test changes from Jean Favre
"
1206,Resolved,VisIt,Bug,Normal,"Issues using new paraview VTK xml blocked files, instead of .visit for grouping VTK.",Brad Whitlock,"",2.6,Cyrus Harrison,10/01/2012,"",100,"",10/01/2012 12:55 pm,11/05/2012 03:14 pm,4 - Common,3 - Major Irritation,trunk,"","",All,Any,"Several users are running into the change that prevents us from grouping VTK files using a "".visit"" file.

I have tried to recommend the following pvtu grouping scheme:

<?xml version=""1.0""?>
<VTKFile type=""PUnstructuredGrid"" version=""0.1"">
<PUnstructuredGrid>
<Piece Source=""t-00000.vtk""/>
<Piece Source=""t-00001.vtk""/>
</PUnstructuredGrid>
</VTKFile>

But many have still had issues (File opens with no variables,etc)

It seems clear that .visit approach is much easier & cleaner. You don't have to say the type of grid in the file name for example, you can do both time grouping and domain grouping easily. 
"
1211,Resolved,VisIt,Bug,Normal,pick on point mesh selects wrong point,Kathleen Biagas,"",2.6,Cyrus Harrison,10/04/2012,"",0,2.0,10/04/2012 11:39 am,10/11/2012 07:22 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,"","",All,Any,"Bob Corey reportrts doing a zone or node pick on his point meshes never selects the right point. 

I veirite this with an example data set he gave me.

Data set is LLNL OCF rz @  
 /usr/gapps/visit/bug_data/issue_1211/"
1228,Resolved,VisIt,Bug,Normal,visit_utils.encoding: update ffmpeg flags,Cyrus Harrison,"",2.6,Cyrus Harrison,11/06/2012,"",0,"",11/06/2012 12:52 pm,11/06/2012 12:53 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"Change +4mv+aic to +mv4+aic, to comply with a parser change in new versions of ffmpeg."
1249,Resolved,VisIt,Bug,Normal,Update visit-vtk-5.8.0.a tarball with FindR change,Cyrus Harrison,"",2.6,Cyrus Harrison,11/21/2012,"",0,"",11/21/2012 06:45 pm,11/26/2012 12:00 pm,3 - Occasional,2 - Minor Irritation,2.5.2,"","",All,Any,For 2.6.0
1084,Resolved,VisIt,Bug,Normal,Provide a way to save curves in SR mode,Brad Whitlock,"",2.5.2,Cyrus Harrison,05/31/2012,"",100,"",05/31/2012 03:30 pm,07/27/2012 02:57 pm,2 - Rare,3 - Major Irritation,2.5.0,"","",All,Any,"I understand there is (currently) a technical reason why we can't save curve data in SR, but this provides a horrible interface for users. 

There isn't an export db option for a curve data types.


"
1103,Resolved,VisIt,Bug,Normal,Plots with data binning operator change to yellow state - even when no atts change.,Brad Whitlock,"",2.5.2,Cyrus Harrison,06/19/2012,"",100,"",06/19/2012 02:51 pm,06/27/2012 02:08 pm,2 - Rare,3 - Major Irritation,2.5.0,"","",All,Any,"Steps to reproduce:

Open rect2d.silo

Add PC Plot -> operators/DataBinning/2D/quadmesh2D
    Sel 2D
    dim 1 = p, 
    dim 2 = d
    redu var = t

Clone this plot, or add another with a data binning operator. 

Click between plots in the GUI. 

All plots with data binning op turn yellow.


"
1113,Resolved,VisIt,Bug,Normal,scalable rendering fails to render curves,Brad Whitlock,"",2.5.2,Cyrus Harrison,07/02/2012,"",100,"",07/02/2012 01:16 pm,07/20/2012 08:03 pm,4 - Common,4 - Crash / Wrong Results,2.5.0,"","",All,Any,"I know there is another bug ticket for this, but I couldn't find it. 

The issue: Only a small amount of each curve is rendered.

User sets up a plot with several curves, when she renders the curves don't appear in the output image.
Screen capture works, but that isn't compatible with multi-window save mode. 
"
1131,Resolved,VisIt,Bug,Normal,remove numpy from OSX 64 binaries ,Brad Whitlock,"",2.5.2,Cyrus Harrison,07/17/2012,"",100,"",07/17/2012 10:18 am,07/27/2012 02:56 pm,3 - Occasional,2 - Minor Irritation,2.5.1,"","",All,Any,An old ver of numpy seems to be riding along w/ our release
1145,Resolved,VisIt,Feature,Normal,Update UMICH CAEN Host Profiles,"","",2.5.2,Cyrus Harrison,07/31/2012,"",0,"",07/31/2012 03:28 pm,07/31/2012 04:22 pm,"","","",3 - Medium,3 - Occasional,All,Any,"Recently we updated to RedHat 6,  The following profiles support the two clusters managed by CAEN HPC:

You can also find the most recent at:
http://cac.engin.umich.edu/resources/software/visit.html

If these could be queued for the 2.5.2 release, the profiles in 2.5.1 and older are currently broken,

Brock Palen

"
1069,Resolved,VisIt,Bug,Normal,build_visit: restore --server-components-only option,"","",2.5.1,Cyrus Harrison,05/18/2012,"",0,"",05/18/2012 01:25 pm,05/24/2012 12:00 pm,3 - Occasional,2 - Minor Irritation,2.5.0,"","",All,Any,wasn't fully ported during build_visit reorg for 2.5
1075,Resolved,VisIt,Feature,Normal,Resolve any PySide support issues on  Windows,Kathleen Biagas,"",2.5.1,Cyrus Harrison,05/22/2012,"",0,"",05/22/2012 11:21 am,06/14/2012 07:25 pm,"","","",4 - High,4 - Common,All,Any,We will be giving a presentation @ SciPy 2012 (July) - I would like to make sure any PySide support issues for Windows are ironed before this.
1099,Resolved,VisIt,Bug,Normal,Pyside missing for chaos5 @ LC,Eric Brugger,"",2.5.1,Cyrus Harrison,06/18/2012,"",100,3.0,06/18/2012 02:48 pm,06/18/2012 05:56 pm,4 - Common,3 - Major Irritation,2.5.0,"","",All,Any,"It should be build by default w/ build_visit- but it isn't there on the LC systems (cz,rz,scf)

/usr/gapps/visit/thirdparty_chaos5/

This is very important b/c LC is missing PyQt, PySide w/ provides an ideal replacement. "
1100,Resolved,VisIt,Bug,Normal,Zin host profile issues,Eric Brugger,"",2.5.1,Cyrus Harrison,06/18/2012,"",100,1.0,06/18/2012 03:12 pm,06/20/2012 08:34 pm,3 - Occasional,3 - Major Irritation,2.5.0,"","",All,Any,"1) Zin is missing from 2.5 iSRD install (preventing users from running client-server)
2) There is a new `pshort' queue with a big chunk of nodes, we should add a lunch option for this queue. 
"
58,Resolved,VisIt,Bug,Normal,2D view window in GUI not updated after wheel zoom events,Brad Whitlock,"",2.5,Cyrus Harrison,"","",100,"",06/21/2010 07:15 pm,03/02/2012 06:08 pm,2 - Rare,2 - Minor Irritation,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00008897
cq-submitter: Mark Miller
cq-submit-date: 03/02/09

I notice if I drag/zoom a 2D window and have controls->view2D open, then the contents of the 2D view attributes window update. However, that does NOT happen with wheel zoom events.


This is much lik 8551 but is nonethless a different issue, but probably resolved by the same fix."
142,Resolved,VisIt,Feature,Normal,Display the currently loaded session,Brad Whitlock,"",2.5,Cyrus Harrison,"","",100,"",06/21/2010 07:17 pm,03/02/2012 06:50 pm,"","","",3 - Medium,2 - Rare,All,DOE/ASC,"cq-id: VisIt00008980
cq-submitter: Eric Brugger
cq-submit-date: 10/02/09

>From Liam Krauss' e-mail:

It would be extremely helpful to have VisIt display the currently loaded
session (if any)"
711,Resolved,VisIt,Feature,Normal,Create a nice wiki page explaning client server,"","",2.5,Cyrus Harrison,05/17/2011,"",0,"",05/17/2011 12:22 pm,05/21/2012 03:19 pm,"","","",4 - High,4 - Common,All,Any,"Many issues with Windows X11 servers lead straight to the ""use client server"" solution.

It would be nice to have a wiki page with screenshots that clearly show how to connect to a remote machine via ""File Open""
(Including how to change your username via the dialog & via the host profile window)

"
771,Resolved,VisIt,Bug,Normal,Locked view doesn't refresh w/ mouse wheel zoom,Brad Whitlock,"",2.5,Cyrus Harrison,06/28/2011,"",100,"",06/28/2011 07:23 pm,07/24/2012 01:46 pm,3 - Occasional,2 - Minor Irritation,2.3.0,"","",All,Any,"This may be a dup.

Open rect3d.silo
Create two windows.
Lock the view between the windows.
Add a Pseudocolor plot of 'd' to each window & draw.

Zoom using the mouse wheel in the first window.
The view of second window doesn't update. 

(this happens for 2d data as well)

"
869,Resolved,VisIt,Bug,Normal,"Change build_visit to call cmake directly, remove ./configure crutch.",Brad Whitlock,"",2.5,Cyrus Harrison,10/05/2011,"",100,"",10/05/2011 06:31 pm,07/23/2012 08:15 pm,3 - Occasional,2 - Minor Irritation,2.3.0,"","",All,Any,"configure was included as a bridge between the old build system & cmake - but it limits the options we can pass to cmake.

Also, it seems most developers use build_visit to only build third party libs, and not for actually building visit ...

I think this has caused some important features to be overlooked / or to atrophy.

For example: 
It would be nice to provide the cmake invocation used by build_visit to users so if they need to tweak something in their config-site, the proper args to cmake wont be a mystery. 
"
908,Resolved,VisIt,Bug,Normal,visit module importing namespace issues,Cyrus Harrison,"",2.5,Cyrus Harrison,12/06/2011,"",0,"",12/06/2011 11:30 am,04/13/2012 02:52 pm,2 - Rare,2 - Minor Irritation,trunk,"","",All,Any,"Issue reported on the form:

http://visitusers.org/forum/YaBB.pl?num=1322486424/

Example files from Chris:

#--- Example file 1:
import sys

_visit_path = ...some path...
sys.path.insert(0, _visit_path)
from visit import *

if Launch() == 0:
   print ""Launch failed.""
   sys.exit()
else:
   print ""Launched VisIt, version %s"" % Version()

Close()

#--- Example file 2
import sys

_visit_path = ...some path...
sys.path.insert(0, _visit_path)
from visit import *

def main(argv=None):

   if argv is None:
       argv=sys.argv[1:]

   if Launch() == 0:
       print ""Launch failed.""
       sys.exit()

   print dir()
   print ""Version"" in dir() # This prints true, so why does the following call fail?

   print ""Launched VisIt, version %s"" % Version()

   Close()

if __name__==""__main__"":
   sys.exit(main(sys.argv[1:]))

#--- Example 3
import sys

_visit_path = ...some path...
sys.path.insert(0, _visit_path)
from visit import *

if Launch() == 0:
   print ""Launch failed.""
   sys.exit()
else:
   print ""Launched VisIt, version %s"" % Version()

def main(argv=None):

   if argv is None:
       argv=sys.argv[1:]

   print ""Version"" in dir() # This prints False, but the following call is ok.

   print Version()

   return 0

if __name__==""__main__"":
   sys.exit(main(sys.argv[1:]))

First example works fine.

In the second example, the code '""Version"" in dir()', following the call to Launch, prints True, which indicates that the call to visit.Launch was successful and all the functions from the VisIt API are loaded (print dir() lists all the functions I expect from the VisIt API). However the call to Version() fails, with the error ""NameError: global name 'Version' is not defined"". The first example runs fine and prints the correct version number.

Third example: I have noticed that if I modify example 1 above to include a main function (like in example 2) calling dir() within this main function does not list any of the VisIt API functions. However, all the functions are available to me. Not sure if this clarifies the issue or not.

Chris got around the issue using the following code after a launch:

# Loop through the local namespace and add the names that were just imported to the module namespace
loc = locals()
for key in loc:
    setattr(sys.modules[__name__], key, loc[key])

We should try to correct these cases. 


"
994,Resolved,VisIt,Feature,Normal,Support Silo gmap extension for identifying periodic boundary conditions,Cyrus Harrison,"",2.5,Cyrus Harrison,03/13/2012,"",0,"",03/13/2012 02:44 pm,04/13/2012 03:02 pm,"","","",2 - Low,3 - Occasional,All,DOE/ASC,"Request from Gary Kerbel.

Gary's code recently changed the gmap data structured written to Silo to include info about if a neighbor relationship is a periodic boundary condition.

Currently these boundaries are ghosted out by VisIt since we treat them as regular interior boundaries.

For now, we should enhance the reader to ignore these neighbors so the mesh can be displayed.

In the future, it would be nice to have a feature that allows us to still do ghost zone communication across these boundaries, but still treat them as external surfaces.  

"
995,Resolved,VisIt,Feature,Normal,Add host profile for LLNL's zin machine,Cyrus Harrison,"",2.5,Cyrus Harrison,03/13/2012,"",0,"",03/13/2012 03:37 pm,03/13/2012 05:34 pm,"","","",3 - Medium,3 - Occasional,All,Any,""
