#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
2566,Resolved,VisIt,Bug,Normal,Pick of reflected Subset plot fails.,Kathleen Biagas,"",2.10.3,Brad Whitlock,03/23/2016,"",100,1.0,03/23/2016 11:37 pm,06/01/2016 07:10 pm,3 - Occasional,3 - Major Irritation,2.10.0,"","",All,Any,"1. Open noise.silo
2. Make a Subset plot of Mesh
3. Add a Reflect operator
4. Draw plots
5. Enter node pick mode
6. click on the top of the plot -- this will be fine
7. Click on the bottom, reflected part of the plot and pick will issue an error

A:  noise.silo
Mesh 
Point: <0.204082, 2.2449, 10>
Node:  124025
Incident Zones:  116693  116742  116694  116743  


Shortly thereafter, the following occured...

Pick encountered an internal error (could not find closest node).
Please contact a VisIt developer"
2571,Resolved,VisIt,Bug,Normal,Crash that seems related to color tables that have transparency.,Kathleen Biagas,"",2.10.3,Brad Whitlock,03/30/2016,"",100,2.0,03/30/2016 10:16 pm,04/14/2016 07:44 pm,3 - Occasional,4 - Crash / Wrong Results,2.10.0,"","",Windows,Any,"This was on Windows using 2.10.1 but it may happen elsewhere.
1. This script will crash the viewer when it makes the new color table.
2. The CLI will also crash when you exit via Ctrl^Z , Enter.
<pre>
def MakeRGBColorTable(name, ct):
    ccpl = ColorControlPointList()
    for pt in ct:
        p = ColorControlPoint()
        p.colors = (pt[0] * 255, pt[1] * 255, pt[2] * 255, pt[3]*255)
        p.position = pt[4]
        print p
        ccpl.AddControlPoints(p)
    AddColorTable(name, ccpl)

OpenDatabase(""globe.silo"")
AddPlot(""Pseudocolor"", ""speed"")
pc = PseudocolorAttributes()
pc.colorTableName = ""Default""
pc.opacityType = pc.ColorTable
SetPlotOptions(pc)
DrawPlots()

MakeRGBColorTable(""demo"", ((1.,1.,1.,0.,0.), (0,0,0,1.,1.)))
SetActiveContinuousColorTable(""demo"")
</pre>

"
2582,Resolved,VisIt,Bug,Normal,Silo export flag to write a single file is broken.,Mark Miller,"",2.10.3,Brad Whitlock,04/05/2016,"",80,"",04/05/2016 09:28 pm,06/14/2016 01:51 pm,3 - Occasional,3 - Major Irritation,2.10.0,"","",All,Any,"I opened a .visit file that contained NBLOCKS VTK files so I could plot some multidomain data. I then wanted to export that data back out to Silo, ideally to a single file. When I checked the ""single file"" checkbox on the Silo export, I still got 8 domain files and a root file. It seems to be broken. I was running a 4 processor engine.
"
2534,Resolved,VisIt,Bug,Normal,Deliberate misuse of SPH operator crashes engine.,Kevin Griffin,"",2.10.2,Brad Whitlock,02/18/2016,"",100,"",02/18/2016 01:35 pm,03/24/2016 09:48 pm,3 - Occasional,4 - Crash / Wrong Results,2.10.0,"","",All,Any,"1. Open multi_rect3d.silo
2. Add a Pseudocolor of d
3. Add SPH operator  (yes, it's already a structured dataset)
4. Draw plots

The engine crashes.

Program received signal EXC_BAD_ACCESS, Could not access memory.
Reason: KERN_INVALID_ADDRESS at address: 0x0000000000000000
0x00000001050cd7d0 in vtkDataArrayTemplate<double>::GetTupleValue ()
(gdb) where
#0  0x00000001050cd7d0 in vtkDataArrayTemplate<double>::GetTupleValue ()
#1  0x00000001050cfd28 in vtkDataArrayTemplate<double>::InsertTuple ()
#2  0x0000000104c897bd in vtkDataSetAttributes::CopyData ()
#3  0x0000000102bad117 in vtkRectilinearGridFacelistFilter_ProcessFaces<vtkDirectAccessor<double> > (nX=10, nY=10, nZ=10, outPointData=0x118994160, inPointData=0x118981d10, x=@0x7fff5fbf9238, y=@0x7fff5fbf9210, z=@0x7fff5fbf91e8, p=@0x7fff5fbf91c0) at vtkRectilinearGridFacelistFilter.C:199
#4  0x0000000102ba75c9 in vtkRectilinearGridFacelistFilter::RequestData (this=0x11898ed80, unnamed_arg=0x1189939f0, inputVector=0x1189913f0, outputVector=0x118991030) at vtkRectilinearGridFacelistFilter.C:443
#5  0x0000000104bd028d in vtkExecutive::CallAlgorithm ()
#6  0x0000000104bcc2ea in vtkDemandDrivenPipeline::ExecuteData ()
#7  0x0000000104bca841 in vtkCompositeDataPipeline::ExecuteData ()
#8  0x0000000104bce88e in vtkDemandDrivenPipeline::ProcessRequest ()
#9  0x0000000104be78f8 in vtkStreamingDemandDrivenPipeline::ProcessRequest ()
#10 0x0000000104bcdfbc in vtkDemandDrivenPipeline::UpdateData ()
#11 0x0000000104be60d7 in vtkStreamingDemandDrivenPipeline::Update ()
#12 0x0000000101b80dc3 in avtFacelistFilter::Take3DFaces (this=0x10a1d3c70, in_ds=0x11895f2d0, domain=0, label=@0x7fff5fbf9cf0, forceFaceConsolidation=false, mustCreatePolyData=false, info=@0x118984da8, fl=0x0) at avtFacelistFilter.C:561
#13 0x0000000101b82e9a in avtFacelistFilter::FindFaces (this=0x10a1d3c70, in_dr=0x118984d40, info=@0x118984da8, create3DCellNumbers=false, forceFaceConsolidation=false, createEdgeListFor2DDatasets=false, mustCreatePolyData=false, fl=0x0) at avtFacelistFilter.C:409
#14 0x0000000101b8365d in avtFacelistFilter::ExecuteDataTree (this=0x10a1d3c70, in_dr=0x118984d40) at avtFacelistFilter.C:299
#15 0x00000001026dfd94 in avtSIMODataTreeIterator::ExecuteDataTreeOnThread (cbdata=0x10a1d2d90) at avtSIMODataTreeIterator.C:268
#16 0x00000001026e01e8 in avtSIMODataTreeIterator::Execute (this=0x10a1d3c70, inDT=@0x7fff5fbfa138, outDT=@0x7fff5fbfa110) at avtSIMODataTreeIterator.C:357
#17 0x00000001026e0d63 in avtSIMODataTreeIterator::Execute (this=0x10a1d3c70) at avtSIMODataTreeIterator.C:160
#18 0x00000001026e0c66 in virtual thunk to avtSIMODataTreeIterator::Execute() () at avtSIMODataTreeIterator.C:206
#19 0x00000001026c4b93 in avtFilter::Update (this=0x10a1d3d00, contract=@0x7fff5fbfa648) at avtFilter.C:292
#20 0x00000001026c43a1 in virtual thunk to avtFilter::Update(ref_ptr<avtContract>) () at avtFilter.C:149
#21 0x00000001025d8313 in avtDataObject::Update (this=0x10a1d3d70, contract=@0x7fff5fbfa6b0) at avtDataObject.C:131
#22 0x00000001027023b5 in avtDataObjectSink::UpdateInput (this=0x10a1d3048, spec=@0x7fff5fbfa8f0) at avtDataObjectSink.C:157
#23 0x00000001026c4892 in avtFilter::Update (this=0x10a1d3008, contract=@0x7fff5fbfaee0) at avtFilter.C:258
#24 0x0000000101b8ec22 in avtGhostZoneAndFacelistFilter::Execute (this=0x10a1d2900) at avtGhostZoneAndFacelistFilter.C:376
#25 0x0000000101b8d5e6 in virtual thunk to avtGhostZoneAndFacelistFilter::Execute() () at avtGhostZoneAndFacelistFilter.C:439
#26 0x00000001026c4b93 in avtFilter::Update (this=0x10a1d2990, contract=@0x7fff5fbfb678) at avtFilter.C:292
#27 0x00000001026c43a1 in virtual thunk to avtFilter::Update(ref_ptr<avtContract>) () at avtFilter.C:149
#28 0x00000001025d8313 in avtDataObject::Update (this=0x10a1d2a00, contract=@0x7fff5fbfb6e0) at avtDataObject.C:131
#29 0x00000001027023b5 in avtDataObjectSink::UpdateInput (this=0x10a1d2088, spec=@0x7fff5fbfb920) at avtDataObjectSink.C:157
#30 0x00000001026c4892 in avtFilter::Update (this=0x10a1d2048, contract=@0x7fff5fbfbb98) at avtFilter.C:258
#31 0x00000001026c43a1 in virtual thunk to avtFilter::Update(ref_ptr<avtContract>) () at avtFilter.C:149
#32 0x00000001025d8313 in avtDataObject::Update (this=0x10a1d2550, contract=@0x7fff5fbfbc00) at avtDataObject.C:131
#33 0x00000001027023b5 in avtDataObjectSink::UpdateInput (this=0x10a1d5700, spec=@0x7fff5fbfbe40) at avtDataObjectSink.C:157
#34 0x00000001026c4892 in avtFilter::Update (this=0x10a1d56c0, contract=@0x7fff5fbfc0b8) at avtFilter.C:258
#35 0x00000001026c43a1 in virtual thunk to avtFilter::Update(ref_ptr<avtContract>) () at avtFilter.C:149
#36 0x00000001025d8313 in avtDataObject::Update (this=0x10a1d5730, contract=@0x7fff5fbfc120) at avtDataObject.C:131
#37 0x00000001027023b5 in avtDataObjectSink::UpdateInput (this=0x10a1d43a8, spec=@0x7fff5fbfc360) at avtDataObjectSink.C:157
#38 0x00000001026c4892 in avtFilter::Update (this=0x10a1d4368, contract=@0x7fff5fbfc5d8) at avtFilter.C:258
#39 0x00000001026c43a1 in virtual thunk to avtFilter::Update(ref_ptr<avtContract>) () at avtFilter.C:149
#40 0x00000001025d8313 in avtDataObject::Update (this=0x10a1d43e0, contract=@0x7fff5fbfc640) at avtDataObject.C:131
#41 0x00000001027023b5 in avtDataObjectSink::UpdateInput (this=0x10a1d4a10, spec=@0x7fff5fbfc880) at avtDataObjectSink.C:157
#42 0x00000001026c4892 in avtFilter::Update (this=0x10a1d49d0, contract=@0x7fff5fbfcaf8) at avtFilter.C:258
#43 0x00000001026c43a1 in virtual thunk to avtFilter::Update(ref_ptr<avtContract>) () at avtFilter.C:149
#44 0x00000001025d8313 in avtDataObject::Update (this=0x10a1d4a40, contract=@0x7fff5fbfd208) at avtDataObject.C:131
#45 0x0000000102718357 in avtTerminatingSink::Execute (this=0x118980150, contract=@0x7fff5fbfd718) at avtTerminatingSink.C:208
#46 0x0000000101769985 in avtPlot::Execute (this=0x10a1d1cd0, input=@0x7fff5fbfd938, contract=@0x7fff5fbfd928, atts=0x10a800028) at avtPlot.C:624
#47 0x0000000100035696 in DataNetwork::GetWriter (this=0x10a1a7220, dob=@0x7fff5fbfdbb8, contract=@0x7fff5fbfdba8, atts=0x10a800028) at DataNetwork.C:247
#48 0x00000001000cbfc8 in NetworkManager::GetOutput (this=0x1055636b0, respondWithNullData=false, calledForRender=false, cellCountMultiplier=0x7fff5fbfe260) at NetworkManager.C:2565
#49 0x000000010008796a in EngineRPCExecutor<ExecuteRPC>::Execute (this=0x10552bbb0, rpc=0x10583bd38) at Executors.h:1005
#50 0x00000001000993c4 in EngineRPCExecutor<ExecuteRPC>::Update (this=0x10552bbb0, s=0x10583bd68) at EngineRPCExecutor.h:67
#51 0x0000000104149872 in Subject::Notify (this=0x10583bd68) at Subject.C:193
#52 0x0000000103e48d01 in AttributeSubject::Notify (this=0x10583bd38) at AttributeSubject.C:99
#53 0x00000001041cf884 in Xfer::Process (this=0x1055218a0) at Xfer.C:416
#54 0x0000000100075d27 in Engine::ProcessInput (this=0x105521770) at Engine.C:1881
#55 0x0000000100079ef0 in Engine::EventLoop (this=0x105521770) at Engine.C:1825
#56 0x000000010001497d in EngineMain (argc=4, argv=0x7fff5fbfe738) at main.C:331
#57 0x0000000100014b50 in main (argc=12, argv=0x7fff5fbfe738) at main.C:394
(gdb) "
2366,Resolved,VisIt,Bug,Normal,Qt installation issues on Mac hinder building plugins against installed version.,Kevin Griffin,"",2.10.1,Brad Whitlock,08/25/2015,"",100,"",08/25/2015 03:12 pm,10/23/2015 08:04 pm,2 - Rare,4 - Crash / Wrong Results,trunk,"","",OSX,Any,"I built VisIt on Mac and installed it using ""make install"" to ~/visit. I then used the xml tools in that installation to try and build a new plot plugin. The GUI window failed to build because it could not find QString.

The QtCore directory was missing from /Users/bjw/visit/2.10.0b/darwin-x86_64/include/qt/include.

The /Users/bjw/visit/2.10.0b/darwin-x86_64/archives directory was also missing. That directory contains the libQtUiTools.a file.

When I copied these 2 missing directories into the installed VisIt's Qt and archives directory, I was able to build my plugin. Qt installation on Mac via ""make install"" needs some fixes."
1360,Resolved,VisIt,Feature,Normal,Add line style to 2D line annotation objects.,Kathleen Biagas,"",2.10,Brad Whitlock,03/04/2013,"",100,2.0,03/04/2013 02:46 pm,07/14/2015 12:42 am,"","","",2 - Low,2 - Rare,All,Any,"Add line style to 2D line annotation objects. If any other options are missing, add those too."
1999,Resolved,VisIt,Bug,Urgent,Audit MPI types vs passed-in buffer type.,Kevin Griffin,"",2.10,Brad Whitlock,09/24/2014,"",100,"",09/24/2014 05:23 pm,09/17/2015 09:01 pm,3 - Occasional,4 - Crash / Wrong Results,2.7.3,"","",All,Any,"One of the CDash builds has revealed warnings where the MPI type used in an MPI call does not match the passed-in buffer type. For example, avtCompactnessQuery contains some code where there is MPI_Bcast that is using MPI_FLOAT but the buffer was changed to double instead of float. That example needs to be changed to MPI_DOUBLE in the MPI call. This must be bad at runtime.

This build uses clang and flags several of these errors. Building with clang might be enough to flag all of these problems.

http://missmarple.lbl.gov/CDash/viewBuildError.php?type=1&buildid=2783"
2162,Resolved,VisIt,Bug,High,VisIt VTK reader does not support VTM files.,Kathleen Biagas,"",2.10,Brad Whitlock,02/26/2015,"",0,"",02/26/2015 03:28 pm,08/18/2015 06:48 pm,3 - Occasional,3 - Major Irritation,2.8.2,"","",All,Any,"VTK has an XML ""VTM"" file that looks a lot like a .visit file for grouping domains into a single multidomain dataset. The current VTK reader does not support VTM files. This came up when trying to look at some OpenFOAM VTK data in VisIt - a classic ""paraview can read this fine"" situation.
"
2350,Resolved,VisIt,Bug,Normal,Splatting volume renderer can interfere with Pseudocolor plot texturing.,Brad Whitlock,"",2.10,Brad Whitlock,08/05/2015,"",100,"",08/05/2015 02:00 pm,08/06/2015 06:34 pm,3 - Occasional,4 - Crash / Wrong Results,2.8.2,"","",All,Any,"The splatting volume renderer interferes with the Pseudocolor plot's color texturing in certain cases. That splatting renderer must not be saving/restoring enough GL state and some of its changes affect the Pseudocolor plot's color texturing.

1. Make a Volume plot of scalar_s.silo
2. Change to the orangehot color table
3. Set the min to 0.0001 and do log scaling
4. Open dem.nc
5. Add a Pseudocolor plot of 384x192_sl_dem10m.txt
6. Change the Pseudocolor plot to the greens color table
7. Apply an Elevate operator to the Pseudocolor plot
8. Draw the plots.
9. Interactively move the plots and the Pseudocolor plot will turn a little orange.

The discoloration persists even if you remove the Volume plot. If you clear the Pseudcolor plot and regenerate it, the plot will turn the right color again. It will discolor again if you rotate the plot.

1. This issue does not come up if you turn off ""apply color using textures"".
2. This issue does not come up if you force zonal centering on the Pseudocolor plot.

This really looks to be a texturing GL state bug in the Splatting volume renderer."
2381,Resolved,VisIt,Bug,Normal,New Save session dialog usability issues,Brad Whitlock,"",2.10,Brad Whitlock,09/18/2015,"",100,"",09/18/2015 08:55 pm,09/23/2015 03:09 pm,4 - Common,5 - Very Serious,trunk,"","",All,Any,"The new ""Save session"" dialog has some usability issues:

1. The placement of the filename and filter above the directory and file lists does not match what system file dialogs. Many system dialogs place the filename under any directory or file lists that might be present. Typically, the filter is found down there too. It would make more sense to move filename and filter to the bottom of the window and make filter a combo box with just ""*.session"" in it. I liked the system dialog we were using to save session previously and would like to see the new one be a closer match for usability's sake.

2. The old behavior was to make a default filename that would be put into the file dialog in case the user wanted to just name the file ""visit1.session"" or whatever it made up. The new dialog just presents an empty filename and the widget does not have focus. I'd like the default added back in with the filename widget getting focus *and* the text in the filename line edit highlighted so the next character I type will override the whole filename."
2388,Resolved,VisIt,Bug,Normal,Contour crashes the engine when given a value that will not produce a surface.,Brad Whitlock,"",2.10,Brad Whitlock,09/23/2015,"",100,"",09/23/2015 07:00 pm,09/23/2015 08:17 pm,4 - Common,5 - Very Serious,trunk,"","",All,Any,"I merged a bunch of trunk changes to my IL repo and noticed my fvIso plot stopped working. I was able to reproduce the crash on the 2.10RC using the Contour plot. I'm going to try and fix it but may need some help.

OpenDatabase(""~/Development/data/noise.silo"")
AddPlot(""Contour"", ""hardyglobal"")
ContourAtts = ContourAttributes()
ContourAtts.contourValue = (0)
ContourAtts.contourMethod = ContourAtts.Value  # Level, Value, Percent
ContourAtts.minFlag = 0
ContourAtts.maxFlag = 0
SetPlotOptions(ContourAtts)
DrawPlots()

"
2409,Resolved,VisIt,Bug,Normal,VTK writer crashes in parallel when creating vtm file for XML output.,Kathleen Biagas,"",2.10,Brad Whitlock,10/06/2015,"",0,"",10/06/2015 04:51 pm,10/07/2015 11:45 am,4 - Common,4 - Crash / Wrong Results,trunk,"","",All,Any,"avtVTKWriter::WriteRootFile fails crashes parallel because the fileNames vector used only represents the local processor's filenames rather than the fileNames generated on all ranks. The nblocks value is the total of chunk files across all ranks so the code walks off the end of the fileNames vector. The code needs to gather all fileNames in parallel since it looks like the types of files could possibly vary.

1. Run on 2 processors
2. Open multi_rect3d.silo
3. Add a Pseudocolor plot of u and a Slice operator.
4. Draw plots
5. Export to VTK, turn on the ""XML"" option."
